K-averages clustering of 13000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_3.matrix'
Loading data and computing initial values: 7.713999987 s (all future times given in seconds)
Iteration 1, 10058 moved objects, max delta = 0.02492409461, deltaT = 1.417999983
Iteration 2, 2026 moved objects, max delta = 0.3948523063, deltaT = 1.379999876
Iteration 3, 1075 moved objects, max delta = 0.1859905318, deltaT = 1.365999937
Iteration 4, 687 moved objects, max delta = 0.1468462247, deltaT = 1.359000206
Iteration 5, 508 moved objects, max delta = 0.08937710558, deltaT = 1.357999802
Iteration 6, 442 moved objects, max delta = 0.1035705904, deltaT = 1.351999998
Iteration 7, 365 moved objects, max delta = 0.1203414495, deltaT = 1.351000071
Iteration 8, 327 moved objects, max delta = 0.1184625514, deltaT = 1.345000029
Iteration 9, 302 moved objects, max delta = 0.09506686985, deltaT = 1.342999935
Iteration 10, 283 moved objects, max delta = 0.07367913345, deltaT = 1.338999987
Iteration 11, 200 moved objects, max delta = 0.05606513127, deltaT = 1.338999987
Iteration 12, 177 moved objects, max delta = 0.03813027771, deltaT = 1.336000204
Iteration 13, 152 moved objects, max delta = 0.02847739686, deltaT = 1.3349998
Iteration 14, 146 moved objects, max delta = 0.03079241935, deltaT = 1.334000111
Iteration 15, 144 moved objects, max delta = 0.03090553359, deltaT = 1.332999945
Iteration 16, 144 moved objects, max delta = 0.02964715402, deltaT = 1.332000017
Iteration 17, 134 moved objects, max delta = 0.02742066709, deltaT = 1.332999945
Iteration 18, 126 moved objects, max delta = 0.02734914951, deltaT = 1.33100009
Iteration 19, 115 moved objects, max delta = 0.02378575987, deltaT = 1.332000017
Iteration 20, 109 moved objects, max delta = 0.02434149011, deltaT = 1.330999851
Iteration 21, 101 moved objects, max delta = 0.01933440599, deltaT = 1.332000017
Iteration 22, 105 moved objects, max delta = 0.01635435715, deltaT = 1.33100009
Iteration 23, 105 moved objects, max delta = 0.01664654206, deltaT = 1.332000017
Iteration 24, 100 moved objects, max delta = 0.01790125871, deltaT = 1.33100009
Iteration 25, 102 moved objects, max delta = 0.01908185345, deltaT = 1.332000017
Iteration 26, 100 moved objects, max delta = 0.01613795018, deltaT = 1.329999924
Iteration 27, 97 moved objects, max delta = 0.01576306245, deltaT = 1.332000017
Iteration 28, 82 moved objects, max delta = 0.01745320113, deltaT = 1.330999851
Iteration 29, 81 moved objects, max delta = 0.01642100053, deltaT = 1.33100009
Iteration 30, 77 moved objects, max delta = 0.01681309816, deltaT = 1.329999924
Iteration 31, 79 moved objects, max delta = 0.01630908875, deltaT = 1.33100009
Iteration 32, 68 moved objects, max delta = 0.01365102129, deltaT = 1.309000015
Iteration 33, 63 moved objects, max delta = 0.01190627219, deltaT = 1.31099987
Iteration 34, 50 moved objects, max delta = 0.01240652958, deltaT = 1.330000162
Iteration 35, 41 moved objects, max delta = 0.01069229993, deltaT = 1.332000017
Iteration 36, 32 moved objects, max delta = 0.008184266104, deltaT = 1.330999851
Iteration 37, 25 moved objects, max delta = 0.009371384891, deltaT = 1.33100009
Iteration 38, 21 moved objects, max delta = 0.004933597615, deltaT = 1.33100009
Iteration 39, 18 moved objects, max delta = 0.005047528091, deltaT = 1.330999851
Iteration 40, 17 moved objects, max delta = 0.007212038396, deltaT = 1.33100009
Iteration 41, 13 moved objects, max delta = 0.004865790433, deltaT = 1.330999851
Iteration 42, 17 moved objects, max delta = 0.002184631138, deltaT = 1.330000162
Iteration 43, 14 moved objects, max delta = 0.003311087932, deltaT = 1.332000017
Iteration 44, 10 moved objects, max delta = 0.001755053491, deltaT = 1.329999924
Iteration 45, 7 moved objects, max delta = 0.001439686632, deltaT = 1.332000017
Iteration 46, 4 moved objects, max delta = 0.0009224299881, deltaT = 1.329999924
Iteration 47, 7 moved objects, max delta = 0.0003922615313, deltaT = 1.332000017
Iteration 48, 8 moved objects, max delta = 0.002078425117, deltaT = 1.329999924
Iteration 49, 8 moved objects, max delta = 0.001535141938, deltaT = 1.33100009
Iteration 50, 3 moved objects, max delta = 0.0006974024949, deltaT = 1.33100009
Iteration 51, 2 moved objects, max delta = 0.0005142562351, deltaT = 1.330999851
Iteration 52, 2 moved objects, max delta = 0.0002846496096, deltaT = 1.33100009
Iteration 53, 3 moved objects, max delta = 0.000689920108, deltaT = 1.33100009
Iteration 54, 1 moved object, max delta = 4.981201791e-05, deltaT = 1.330999851
Iteration 55, 2 moved objects, max delta = 0.0004699598042, deltaT = 1.33100009
Iteration 56, 2 moved objects, max delta = 0.000326902078, deltaT = 1.330999851
Iteration 57, 1 moved object, max delta = 0.0001526691735, deltaT = 1.33100009
Iteration 58, 1 moved object, max delta = 0.0003644359705, deltaT = 1.33100009
Iteration 59, 2 moved objects, max delta = 0.0003181913044, deltaT = 1.32799983
Iteration 60, 1 moved object, max delta = 0.0001298782166, deltaT = 1.266000032
Iteration 61, 0 moved object, max delta = 0, deltaT = 1.268000126
Total 61 iterations, 18992 moved objects, clustering performed in 81.34599996 s
Total time with loading: 89.06999993 s
