K-averages clustering of 12000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_2.matrix'
Loading data and computing initial values: 6.64199996 s (all future times given in seconds)
Iteration 1, 9220 moved objects, max delta = 0.01918487905, deltaT = 1.089000225
Iteration 2, 2795 moved objects, max delta = 0.3242846682, deltaT = 1.122999907
Iteration 3, 1208 moved objects, max delta = 0.31562899, deltaT = 1.138000011
Iteration 4, 557 moved objects, max delta = 0.1409127752, deltaT = 1.138999939
Iteration 5, 408 moved objects, max delta = 0.08469008461, deltaT = 1.138999939
Iteration 6, 300 moved objects, max delta = 0.05380283389, deltaT = 1.139000177
Iteration 7, 266 moved objects, max delta = 0.04742129196, deltaT = 1.138999939
Iteration 8, 222 moved objects, max delta = 0.05112127111, deltaT = 1.138000011
Iteration 9, 204 moved objects, max delta = 0.0470227395, deltaT = 1.138000011
Iteration 10, 193 moved objects, max delta = 0.05480614037, deltaT = 1.138000011
Iteration 11, 196 moved objects, max delta = 0.05257996396, deltaT = 1.138000011
Iteration 12, 184 moved objects, max delta = 0.04721891713, deltaT = 1.138000011
Iteration 13, 156 moved objects, max delta = 0.05214971154, deltaT = 1.138999939
Iteration 14, 135 moved objects, max delta = 0.03860060611, deltaT = 1.137000084
Iteration 15, 141 moved objects, max delta = 0.03891177941, deltaT = 1.138000011
Iteration 16, 147 moved objects, max delta = 0.03736140556, deltaT = 1.136999846
Iteration 17, 138 moved objects, max delta = 0.03065494353, deltaT = 1.137000084
Iteration 18, 107 moved objects, max delta = 0.02455008088, deltaT = 1.135999918
Iteration 19, 85 moved objects, max delta = 0.02220317831, deltaT = 1.137000084
Iteration 20, 82 moved objects, max delta = 0.01537701367, deltaT = 1.135999918
Iteration 21, 84 moved objects, max delta = 0.01838178121, deltaT = 1.135999918
Iteration 22, 78 moved objects, max delta = 0.01941537447, deltaT = 1.135000229
Iteration 23, 73 moved objects, max delta = 0.01560044677, deltaT = 1.13499999
Iteration 24, 64 moved objects, max delta = 0.0160662239, deltaT = 1.13499999
Iteration 25, 61 moved objects, max delta = 0.01957725334, deltaT = 1.135999918
Iteration 26, 48 moved objects, max delta = 0.01906856417, deltaT = 1.13499999
Iteration 27, 35 moved objects, max delta = 0.008505592753, deltaT = 1.134000063
Iteration 28, 32 moved objects, max delta = 0.006887541544, deltaT = 1.134000063
Iteration 29, 29 moved objects, max delta = 0.008218197517, deltaT = 1.133999825
Iteration 30, 33 moved objects, max delta = 0.007702181185, deltaT = 1.134000063
Iteration 31, 29 moved objects, max delta = 0.01149641756, deltaT = 1.13499999
Iteration 32, 36 moved objects, max delta = 0.005860707915, deltaT = 1.134000063
Iteration 33, 33 moved objects, max delta = 0.007471443119, deltaT = 1.134000063
Iteration 34, 32 moved objects, max delta = 0.007547164622, deltaT = 1.133999825
Iteration 35, 24 moved objects, max delta = 0.005788985016, deltaT = 1.113000154
Iteration 36, 14 moved objects, max delta = 0.005555101382, deltaT = 1.078000069
Iteration 37, 11 moved objects, max delta = 0.00499281156, deltaT = 1.080999851
Iteration 38, 5 moved objects, max delta = 0.001418154714, deltaT = 1.082000017
Iteration 39, 3 moved objects, max delta = 0.0006729579801, deltaT = 1.095000029
Iteration 40, 2 moved objects, max delta = 0.0002383741423, deltaT = 1.134000063
Iteration 41, 1 moved object, max delta = 3.039438588e-05, deltaT = 1.133999825
Iteration 42, 3 moved objects, max delta = 0.0002798939954, deltaT = 1.134000063
Iteration 43, 2 moved objects, max delta = 0.0003860452914, deltaT = 1.133000135
Iteration 44, 2 moved objects, max delta = 0.0001572112603, deltaT = 1.133999825
Iteration 45, 0 moved object, max delta = 0, deltaT = 1.13499999
Total 45 iterations, 17478 moved objects, clustering performed in 50.83200002 s
Total time with loading: 57.48899984 s
