15000, 5, /data/simple/testSwap_5.matrix, object normalized
1.562000036
0, 11824, 0.935716255, 3.580999851
1, 1045, 0.6250806332, 0.3170001507
2, 460, 0.1582304731, 0.140999794
3, 304, 0.06965485477, 0.09300017357
4, 205, 0.05104733089, 0.06299996376
5, 177, 0.0397878427, 0.05500006676
6, 168, 0.03123053895, 0.05199980736
7, 203, 0.04223592285, 0.06200003624
8, 275, 0.06372202113, 0.08400011063
9, 387, 0.1227297496, 0.118999958
10, 508, 0.1420281669, 0.1540000439
11, 534, 0.1225829028, 0.1629998684
12, 581, 0.1229860065, 0.1770000458
13, 550, 0.1205986527, 0.1679999828
14, 561, 0.1261142908, 0.1710000038
15, 572, 0.1463040108, 0.1749999523
16, 501, 0.1341394565, 0.1550002098
17, 399, 0.09510170359, 0.1229999065
18, 341, 0.08245437394, 0.1040000916
19, 278, 0.05999799066, 0.08599996567
20, 245, 0.04774410803, 0.0759999752
21, 215, 0.04575344971, 0.06599998474
22, 164, 0.03842341846, 0.05099987984
23, 142, 0.03542545617, 0.04400014877
24, 94, 0.02795996477, 0.02999997139
25, 85, 0.02287048834, 0.02699995041
26, 82, 0.0274796037, 0.02600002289
27, 83, 0.02632229788, 0.02600002289
28, 85, 0.02585629231, 0.02699995041
29, 81, 0.01595149674, 0.02600002289
30, 56, 0.01320659873, 0.01799988747
31, 52, 0.01091503414, 0.01600003242
32, 31, 0.008339192498, 0.0110001564
33, 10, 0.006041606563, 0.003999948502
34, 12, 0.003279960058, 0.004999876022
35, 9, 0.008776822122, 0.003000020981
36, 7, 0.008033393646, 0.003000020981
37, 0, 0, 0.00200009346
38, 21326, 6.503999949
8.065999985
