K-averages clustering of 12000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_2.matrix'
Loading data and computing initial values: 0.864000082 s (all future times given in seconds)
Iteration 1, 9253 moved objects, max delta = 0.02250157797, deltaT = 1.14199996
Iteration 2, 1989 moved objects, max delta = 0.2693592478, deltaT = 1.154000044
Iteration 3, 823 moved objects, max delta = 0.1527367305, deltaT = 1.106999874
Iteration 4, 672 moved objects, max delta = 0.1129847311, deltaT = 1.099000216
Iteration 5, 588 moved objects, max delta = 0.1158825089, deltaT = 1.092999935
Iteration 6, 543 moved objects, max delta = 0.1328291008, deltaT = 1.101999998
Iteration 7, 394 moved objects, max delta = 0.1415833293, deltaT = 1.095999956
Iteration 8, 241 moved objects, max delta = 0.09943576562, deltaT = 1.092999935
Iteration 9, 171 moved objects, max delta = 0.04850751051, deltaT = 1.090000153
Iteration 10, 126 moved objects, max delta = 0.03533581487, deltaT = 1.103999853
Iteration 11, 115 moved objects, max delta = 0.02756145872, deltaT = 1.139000177
Iteration 12, 122 moved objects, max delta = 0.02492875393, deltaT = 1.09499979
Iteration 13, 98 moved objects, max delta = 0.02545332613, deltaT = 1.085000038
Iteration 14, 75 moved objects, max delta = 0.01935180916, deltaT = 1.088999987
Iteration 15, 70 moved objects, max delta = 0.01384058526, deltaT = 1.085999966
Iteration 16, 51 moved objects, max delta = 0.01319530889, deltaT = 1.090000153
Iteration 17, 49 moved objects, max delta = 0.009863453951, deltaT = 1.086999893
Iteration 18, 46 moved objects, max delta = 0.00987030092, deltaT = 1.088000059
Iteration 19, 38 moved objects, max delta = 0.008818352743, deltaT = 1.085000038
Iteration 20, 35 moved objects, max delta = 0.006692726819, deltaT = 1.089999914
Iteration 21, 36 moved objects, max delta = 0.006957522113, deltaT = 1.090000153
Iteration 22, 28 moved objects, max delta = 0.007506778485, deltaT = 1.0849998
Iteration 23, 36 moved objects, max delta = 0.006709639204, deltaT = 1.107000113
Iteration 24, 38 moved objects, max delta = 0.008689309163, deltaT = 1.13499999
Iteration 25, 32 moved objects, max delta = 0.009030518957, deltaT = 1.128999949
