K-averages clustering of 10000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_0.matrix'
Loading data and computing initial values: 0.6289999485 s (all future times given in seconds)
Iteration 1, 7747 moved objects, max delta = 0.02994986396, deltaT = 0.8489999771
Iteration 2, 1166 moved objects, max delta = 0.4453745229, deltaT = 0.8310000896
Iteration 3, 614 moved objects, max delta = 0.1650545929, deltaT = 0.8169999123
Iteration 4, 667 moved objects, max delta = 0.1373934537, deltaT = 0.8120000362
Iteration 5, 469 moved objects, max delta = 0.3072140171, deltaT = 0.8050000668
Iteration 6, 301 moved objects, max delta = 0.0995718776, deltaT = 0.8009998798
Iteration 7, 281 moved objects, max delta = 0.08283836875, deltaT = 0.7990000248
Iteration 8, 228 moved objects, max delta = 0.06804659071, deltaT = 0.7970001698
Iteration 9, 211 moved objects, max delta = 0.06299097866, deltaT = 0.7950000763
Iteration 10, 202 moved objects, max delta = 0.06011676358, deltaT = 0.7960000038
Iteration 11, 206 moved objects, max delta = 0.06783519293, deltaT = 0.7949998379
Iteration 12, 207 moved objects, max delta = 0.0625189725, deltaT = 0.7950000763
Iteration 13, 194 moved objects, max delta = 0.05081367312, deltaT = 0.7939999104
Iteration 14, 176 moved objects, max delta = 0.05223654997, deltaT = 0.7940001488
Iteration 15, 181 moved objects, max delta = 0.05122211784, deltaT = 0.7929999828
Iteration 16, 152 moved objects, max delta = 0.05226479817, deltaT = 0.7920000553
Iteration 17, 145 moved objects, max delta = 0.04391899847, deltaT = 0.7909998894
Iteration 18, 114 moved objects, max delta = 0.03262255363, deltaT = 0.7990000248
Iteration 19, 102 moved objects, max delta = 0.02961557732, deltaT = 0.7899999619
Iteration 20, 80 moved objects, max delta = 0.02937352883, deltaT = 0.7899999619
Iteration 21, 73 moved objects, max delta = 0.01671258308, deltaT = 0.7900002003
Iteration 22, 70 moved objects, max delta = 0.01653706881, deltaT = 0.7899999619
Iteration 23, 66 moved objects, max delta = 0.01684650317, deltaT = 0.7890000343
Iteration 24, 56 moved objects, max delta = 0.01365059593, deltaT = 0.7889997959
Iteration 25, 46 moved objects, max delta = 0.01339084731, deltaT = 0.7890000343
Iteration 26, 53 moved objects, max delta = 0.0099401805, deltaT = 0.7880001068
Iteration 27, 56 moved objects, max delta = 0.01147938155, deltaT = 0.7879998684
Iteration 28, 46 moved objects, max delta = 0.01293661331, deltaT = 0.7880001068
Iteration 29, 45 moved objects, max delta = 0.009832782353, deltaT = 0.7880001068
Iteration 30, 45 moved objects, max delta = 0.01365329468, deltaT = 0.7879998684
Iteration 31, 39 moved objects, max delta = 0.01229352654, deltaT = 0.7869999409
Iteration 32, 26 moved objects, max delta = 0.01009559067, deltaT = 0.7870001793
Iteration 33, 19 moved objects, max delta = 0.006268750144, deltaT = 0.7869999409
Iteration 34, 8 moved objects, max delta = 0.003372614731, deltaT = 0.7869999409
Iteration 35, 6 moved objects, max delta = 0.002483176971, deltaT = 0.7869999409
Iteration 36, 6 moved objects, max delta = 0.003651014925, deltaT = 0.7880001068
Iteration 37, 6 moved objects, max delta = 0.002955257656, deltaT = 0.7869999409
Iteration 38, 8 moved objects, max delta = 0.003784205666, deltaT = 0.7869999409
Iteration 39, 11 moved objects, max delta = 0.003541893781, deltaT = 0.7870001793
Iteration 40, 9 moved objects, max delta = 0.005396069364, deltaT = 0.7879998684
Iteration 41, 6 moved objects, max delta = 0.004282588554, deltaT = 0.7869999409
Iteration 42, 6 moved objects, max delta = 0.001351222176, deltaT = 0.7880001068
Iteration 43, 5 moved objects, max delta = 0.001997043125, deltaT = 0.7869999409
Iteration 44, 5 moved objects, max delta = 0.0005027678206, deltaT = 0.7880001068
Iteration 45, 4 moved objects, max delta = 0.003143376931, deltaT = 0.7869999409
Iteration 46, 9 moved objects, max delta = 0.001480184985, deltaT = 0.7880001068
Iteration 47, 8 moved objects, max delta = 0.004378387915, deltaT = 0.7869999409
Iteration 48, 6 moved objects, max delta = 0.001898460649, deltaT = 0.7869999409
Iteration 49, 1 moved object, max delta = 0.0005353825282, deltaT = 0.7869999409
Iteration 50, 3 moved objects, max delta = 0.0002507609023, deltaT = 0.7880001068
Iteration 51, 3 moved objects, max delta = 0.0005410902633, deltaT = 0.8439998627
Iteration 52, 2 moved objects, max delta = 0.0002974590973, deltaT = 0.7870001793
Iteration 53, 1 moved object, max delta = 3.52379333e-05, deltaT = 0.7869999409
Iteration 54, 1 moved object, max delta = 0.0002255594286, deltaT = 0.7869999409
Iteration 55, 2 moved objects, max delta = 7.332466596e-05, deltaT = 0.7869999409
Iteration 56, 2 moved objects, max delta = 0.0005250043235, deltaT = 0.7880001068
Iteration 57, 2 moved objects, max delta = 0.0005653589679, deltaT = 0.7869999409
Iteration 58, 3 moved objects, max delta = 0.0009108471368, deltaT = 0.7870001793
Iteration 59, 3 moved objects, max delta = 0.001034126272, deltaT = 0.7869999409
Iteration 60, 3 moved objects, max delta = 0.0008329121726, deltaT = 0.7869999409
Iteration 61, 2 moved objects, max delta = 0.000853641871, deltaT = 0.7869999409
Iteration 62, 1 moved object, max delta = 0.0001729339327, deltaT = 0.7869999409
Iteration 63, 0 moved object, max delta = 0, deltaT = 0.7870001793
Total 63 iterations, 14215 moved objects, clustering performed in 49.95900011 s
Total time with loading: 50.58800006 s
