16000, 5, /data/simple/testSwap_6.matrix, object normalized
1.786000013
0, 12603, 0.9415553062, 4.164000034
1, 1352, 0.8612492047, 0.4379999638
2, 709, 0.1878112063, 0.2320001125
3, 458, 0.1265210271, 0.1489999294
4, 325, 0.09521452629, 0.1059999466
5, 229, 0.05706877184, 0.07500004768
6, 168, 0.03191188775, 0.05599999428
7, 139, 0.03032377144, 0.04600000381
8, 119, 0.02384472177, 0.03900003433
9, 93, 0.02593940968, 0.03099989891
10, 76, 0.02205441192, 0.02600002289
11, 52, 0.0138938823, 0.01800012589
12, 34, 0.01016641543, 0.0119998455
13, 29, 0.009566128147, 0.0110001564
14, 40, 0.02283117913, 0.01399993896
15, 47, 0.02140824005, 0.01600003242
16, 39, 0.03081431754, 0.01399993896
17, 42, 0.01676740197, 0.0150001049
18, 36, 0.01351999611, 0.0119998455
19, 26, 0.007495706255, 0.009999990463
20, 12, 0.003745779657, 0.005000114441
21, 14, 0.004519775412, 0.004999876022
22, 6, 0.00179061887, 0.003000020981
23, 2, 0.0006445808037, 0.00200009346
24, 3, 0.0009463696728, 0.001999855042
25, 7, 0.003137432579, 0.00400018692
26, 4, 0.002888536553, 0.001999855042
27, 9, 0.002937474973, 0.003999948502
28, 11, 0.005231274137, 0.005000114441
29, 21, 0.006854331145, 0.007999897003
30, 29, 0.007767195778, 0.009999990463
31, 43, 0.01379541302, 0.0150001049
32, 37, 0.01365796808, 0.01300001144
33, 17, 0.01070606071, 0.006999969482
34, 14, 0.006009820391, 0.006000041962
35, 19, 0.008306856804, 0.006999969482
36, 11, 0.003627956706, 0.005000114441
37, 8, 0.004792828417, 0.002999782562
38, 6, 0.002646725151, 0.00400018692
39, 6, 0.002522397995, 0.003000020981
40, 8, 0.003719492842, 0.002999782562
41, 15, 0.006338061561, 0.006000041962
42, 14, 0.008461570016, 0.006000041962
43, 8, 0.0032867375, 0.003999948502
44, 1, 0.001249495389, 0.001000165939
45, 0, 0, 0.001999855042
46, 16941, 5.618999958
7.404999971
