K-averages clustering of 18000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_8.matrix'
Loading data and computing initial values: 421.3540001 s (all future times given in seconds)
Iteration 1, 13986 moved objects, max delta = 0.01939181188, deltaT = 93.05900002
Iteration 2, 3229 moved objects, max delta = 0.2707728283, deltaT = 101.6340001
Iteration 3, 1903 moved objects, max delta = 0.2824274702, deltaT = 109.128
Iteration 4, 1190 moved objects, max delta = 0.1244466394, deltaT = 100.0350001
Iteration 5, 841 moved objects, max delta = 0.08672875843, deltaT = 94.46300006
Iteration 6, 570 moved objects, max delta = 0.06590083111, deltaT = 106.3940001
Iteration 7, 428 moved objects, max delta = 0.04630023074, deltaT = 101.743
Iteration 8, 322 moved objects, max delta = 0.03588817082, deltaT = 96.98900008
Iteration 9, 273 moved objects, max delta = 0.02539655247, deltaT = 108.8360002
Iteration 10, 265 moved objects, max delta = 0.02764079611, deltaT = 104.0600002
Iteration 11, 246 moved objects, max delta = 0.02314091614, deltaT = 105.052
Iteration 12, 215 moved objects, max delta = 0.02433966664, deltaT = 102.957
Iteration 13, 195 moved objects, max delta = 0.02141484196, deltaT = 103.8010001
Iteration 14, 196 moved objects, max delta = 0.01826898712, deltaT = 118.3959999
Iteration 15, 185 moved objects, max delta = 0.01982880812, deltaT = 104.243
Iteration 16, 155 moved objects, max delta = 0.02158891901, deltaT = 97.38899994
Iteration 17, 178 moved objects, max delta = 0.01660222767, deltaT = 100.158
Iteration 18, 164 moved objects, max delta = 0.020246748, deltaT = 104.8009999
Iteration 19, 156 moved objects, max delta = 0.01644114684, deltaT = 92.69099998
Iteration 20, 140 moved objects, max delta = 0.01724624967, deltaT = 108.8859999
Iteration 21, 150 moved objects, max delta = 0.02154709222, deltaT = 112.7420001
Iteration 22, 141 moved objects, max delta = 0.03397365294, deltaT = 96.08300018
Iteration 23, 123 moved objects, max delta = 0.02376881803, deltaT = 99.62299991
Iteration 24, 113 moved objects, max delta = 0.02170358744, deltaT = 102.368
Iteration 25, 114 moved objects, max delta = 0.02161414031, deltaT = 100.8429999
Iteration 26, 146 moved objects, max delta = 0.02182018312, deltaT = 112.684
Iteration 27, 139 moved objects, max delta = 0.02253294204, deltaT = 93.45500016
Iteration 28, 122 moved objects, max delta = 0.02194497209, deltaT = 101.1260002
Iteration 29, 123 moved objects, max delta = 0.02057511193, deltaT = 113.3200002
Iteration 30, 151 moved objects, max delta = 0.02367461674, deltaT = 96.72099996
Iteration 31, 148 moved objects, max delta = 0.02933584232, deltaT = 101.118
Iteration 32, 166 moved objects, max delta = 0.03131065842, deltaT = 107.0270002
Iteration 33, 154 moved objects, max delta = 0.03233173893, deltaT = 92.80500007
Iteration 34, 165 moved objects, max delta = 0.02963350556, deltaT = 103.2350001
Iteration 35, 161 moved objects, max delta = 0.02309586405, deltaT = 98.46700001
Iteration 36, 164 moved objects, max delta = 0.02544290372, deltaT = 92.56299996
Iteration 37, 153 moved objects, max delta = 0.02242211886, deltaT = 106.1360002
Iteration 38, 168 moved objects, max delta = 0.01749758285, deltaT = 118.0280001
Iteration 39, 175 moved objects, max delta = 0.01757662501, deltaT = 111.036
Iteration 40, 197 moved objects, max delta = 0.02465334687, deltaT = 93.11400008
Iteration 41, 194 moved objects, max delta = 0.02377290695, deltaT = 101.9760001
Iteration 42, 192 moved objects, max delta = 0.02218640488, deltaT = 105.027
Iteration 43, 205 moved objects, max delta = 0.02300551923, deltaT = 100.552
Iteration 44, 197 moved objects, max delta = 0.0248064481, deltaT = 113.757
Iteration 45, 184 moved objects, max delta = 0.02043567181, deltaT = 100.0679998
Iteration 46, 172 moved objects, max delta = 0.02263632088, deltaT = 107.3929999
Iteration 47, 157 moved objects, max delta = 0.0206358107, deltaT = 103.0929999
Iteration 48, 137 moved objects, max delta = 0.01606953512, deltaT = 88.8119998
Iteration 49, 122 moved objects, max delta = 0.01329848208, deltaT = 107.244
Iteration 50, 104 moved objects, max delta = 0.01164025097, deltaT = 105.5840001
Iteration 51, 97 moved objects, max delta = 0.01327008914, deltaT = 86.00300002
Iteration 52, 95 moved objects, max delta = 0.01127055974, deltaT = 111.8440001
Iteration 53, 90 moved objects, max delta = 0.01112292237, deltaT = 99.6170001
Iteration 54, 78 moved objects, max delta = 0.008948440933, deltaT = 94.38100004
Iteration 55, 81 moved objects, max delta = 0.00873838173, deltaT = 110.8860002
Iteration 56, 83 moved objects, max delta = 0.008701049233, deltaT = 100.6009998
Iteration 57, 79 moved objects, max delta = 0.01270514888, deltaT = 101.3730001
Iteration 58, 85 moved objects, max delta = 0.01263885069, deltaT = 106.727
Iteration 59, 73 moved objects, max delta = 0.01156788628, deltaT = 108.635
Iteration 60, 52 moved objects, max delta = 0.006624628036, deltaT = 105.1159999
Iteration 61, 44 moved objects, max delta = 0.005946751852, deltaT = 111.9129999
Iteration 62, 38 moved objects, max delta = 0.00432398485, deltaT = 89.93799996
Iteration 63, 29 moved objects, max delta = 0.005201098475, deltaT = 102.777
Iteration 64, 32 moved objects, max delta = 0.003457736739, deltaT = 106.3099999
Iteration 65, 34 moved objects, max delta = 0.006423110199, deltaT = 99.23100019
Iteration 66, 30 moved objects, max delta = 0.007554817112, deltaT = 104.902
Iteration 67, 23 moved objects, max delta = 0.003641382798, deltaT = 111.3769999
Iteration 68, 22 moved objects, max delta = 0.002435821294, deltaT = 92.82500005
Iteration 69, 17 moved objects, max delta = 0.002594568039, deltaT = 102.1429999
Iteration 70, 16 moved objects, max delta = 0.002485776317, deltaT = 107.527
Iteration 71, 13 moved objects, max delta = 0.001431796894, deltaT = 104.3100002
Iteration 72, 14 moved objects, max delta = 0.002088254647, deltaT = 87.8210001
Iteration 73, 25 moved objects, max delta = 0.002570514826, deltaT = 114.0279999
Iteration 74, 30 moved objects, max delta = 0.00301838056, deltaT = 110.586
Iteration 75, 29 moved objects, max delta = 0.004255956169, deltaT = 102.9590001
Iteration 76, 30 moved objects, max delta = 0.002326206286, deltaT = 99.21399999
Iteration 77, 29 moved objects, max delta = 0.003342088181, deltaT = 102.0340002
Iteration 78, 25 moved objects, max delta = 0.004642191108, deltaT = 106.7020001
Iteration 79, 25 moved objects, max delta = 0.003437941232, deltaT = 96.48099995
Iteration 80, 22 moved objects, max delta = 0.001956344406, deltaT = 99.87599993
Iteration 81, 23 moved objects, max delta = 0.002986458266, deltaT = 110.3859999
Iteration 82, 13 moved objects, max delta = 0.002733654729, deltaT = 112.9860001
Iteration 83, 15 moved objects, max delta = 0.001831110808, deltaT = 95.921
Iteration 84, 9 moved objects, max delta = 0.001933423326, deltaT = 107.253
Iteration 85, 10 moved objects, max delta = 0.000865594447, deltaT = 104.1599998
Iteration 86, 10 moved objects, max delta = 0.002913916852, deltaT = 112.75
Iteration 87, 3 moved objects, max delta = 0.001149031919, deltaT = 114.3080001
Iteration 88, 5 moved objects, max delta = 0.0008247433605, deltaT = 97.76399994
Iteration 89, 3 moved objects, max delta = 0.001070741643, deltaT = 105.3270001
Iteration 90, 2 moved objects, max delta = 0.001010059335, deltaT = 108.385
Iteration 91, 1 moved object, max delta = 2.330217439e-05, deltaT = 106.2519999
Iteration 92, 0 moved object, max delta = 0, deltaT = 93.30599999
Total 92 iterations, 30908 moved objects, clustering performed in 9497.024 s
Total time with loading: 9918.537 s
