K-averages clustering of 19000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_9.matrix'
Loading data and computing initial values: 478.4130001 s (all future times given in seconds)
Iteration 1, 14825 moved objects, max delta = 0.01906056864, deltaT = 124.312
Iteration 2, 3372 moved objects, max delta = 0.2704225928, deltaT = 134.2340002
Iteration 3, 1691 moved objects, max delta = 0.3058605411, deltaT = 127.3699999
Iteration 4, 1069 moved objects, max delta = 0.1992605222, deltaT = 125.552
Iteration 5, 421 moved objects, max delta = 0.08327010304, deltaT = 125.786
Iteration 6, 331 moved objects, max delta = 0.04989993274, deltaT = 130.451
Iteration 7, 254 moved objects, max delta = 0.04058675644, deltaT = 119.608
Iteration 8, 190 moved objects, max delta = 0.03870149761, deltaT = 127.9809999
Iteration 9, 153 moved objects, max delta = 0.0254024344, deltaT = 120.1819999
Iteration 10, 122 moved objects, max delta = 0.0248148996, deltaT = 121.599
Iteration 11, 106 moved objects, max delta = 0.01598574947, deltaT = 123.1140001
Iteration 12, 91 moved objects, max delta = 0.01503729697, deltaT = 121.2659998
Iteration 13, 77 moved objects, max delta = 0.007816370783, deltaT = 133.9349999
Iteration 14, 73 moved objects, max delta = 0.008815973058, deltaT = 135.0040002
Iteration 15, 76 moved objects, max delta = 0.008752093163, deltaT = 128.493
Iteration 16, 81 moved objects, max delta = 0.008201415971, deltaT = 120.4820001
Iteration 17, 91 moved objects, max delta = 0.009700131043, deltaT = 123.3409998
Iteration 18, 73 moved objects, max delta = 0.009061398521, deltaT = 120.358
Iteration 19, 63 moved objects, max delta = 0.006200267309, deltaT = 115.625
Iteration 20, 67 moved objects, max delta = 0.006189057088, deltaT = 130.4919999
Iteration 21, 66 moved objects, max delta = 0.007798825051, deltaT = 120.1919999
Iteration 22, 60 moved objects, max delta = 0.006247884672, deltaT = 133.777
Iteration 23, 56 moved objects, max delta = 0.004874843385, deltaT = 120.858
Iteration 24, 54 moved objects, max delta = 0.005858037232, deltaT = 120.924
Iteration 25, 52 moved objects, max delta = 0.005856138973, deltaT = 120.4749999
Iteration 26, 46 moved objects, max delta = 0.005036196951, deltaT = 123.125
Iteration 27, 55 moved objects, max delta = 0.00494510966, deltaT = 134.5680001
Iteration 28, 49 moved objects, max delta = 0.005236616604, deltaT = 117.9260001
Iteration 29, 46 moved objects, max delta = 0.004804009631, deltaT = 121.1260002
Iteration 30, 49 moved objects, max delta = 0.005452499177, deltaT = 124.76
Iteration 31, 49 moved objects, max delta = 0.004855236931, deltaT = 125.9679999
Iteration 32, 46 moved objects, max delta = 0.005078299814, deltaT = 124.424
Iteration 33, 38 moved objects, max delta = 0.005690887791, deltaT = 132.118
Iteration 34, 46 moved objects, max delta = 0.005337407069, deltaT = 136.8929999
Iteration 35, 46 moved objects, max delta = 0.003701909292, deltaT = 118.8990002
Iteration 36, 32 moved objects, max delta = 0.003637000942, deltaT = 115.49
Iteration 37, 30 moved objects, max delta = 0.002796110433, deltaT = 136.76
Iteration 38, 28 moved objects, max delta = 0.003233866524, deltaT = 120.2679999
Iteration 39, 26 moved objects, max delta = 0.003246669368, deltaT = 133.654
Iteration 40, 38 moved objects, max delta = 0.003214875921, deltaT = 123.4419999
Iteration 41, 40 moved objects, max delta = 0.005002221148, deltaT = 132.325
Iteration 42, 37 moved objects, max delta = 0.003679514008, deltaT = 118.0969999
Iteration 43, 31 moved objects, max delta = 0.004258127192, deltaT = 114.9809999
Iteration 44, 28 moved objects, max delta = 0.0027869337, deltaT = 118.6329999
Iteration 45, 28 moved objects, max delta = 0.002004005303, deltaT = 133.585
Iteration 46, 27 moved objects, max delta = 0.002246483159, deltaT = 130.559
Iteration 47, 31 moved objects, max delta = 0.00319458002, deltaT = 118.5899999
Iteration 48, 27 moved objects, max delta = 0.004392348801, deltaT = 115.6230001
Iteration 49, 20 moved objects, max delta = 0.003034669655, deltaT = 124.3569999
Iteration 50, 21 moved objects, max delta = 0.001375891134, deltaT = 121.4749999
Iteration 51, 21 moved objects, max delta = 0.001613305692, deltaT = 132.3449998
Iteration 52, 22 moved objects, max delta = 0.002492378045, deltaT = 130.3570001
Iteration 53, 17 moved objects, max delta = 0.003179085062, deltaT = 125.9909999
Iteration 54, 18 moved objects, max delta = 0.001780354859, deltaT = 119.5739999
Iteration 55, 11 moved objects, max delta = 0.001997279722, deltaT = 118.957
Iteration 56, 5 moved objects, max delta = 0.0007569096263, deltaT = 138.4850001
Iteration 57, 2 moved objects, max delta = 0.0002870377686, deltaT = 116.8570001
Iteration 58, 2 moved objects, max delta = 5.451681901e-05, deltaT = 138.477
Iteration 59, 2 moved objects, max delta = 0.0002847406214, deltaT = 117.207
Iteration 60, 1 moved object, max delta = 0.0001862279709, deltaT = 119.29
Iteration 61, 2 moved objects, max delta = 0.0006107226036, deltaT = 122.075
Iteration 62, 1 moved object, max delta = 0.0001407922557, deltaT = 131.017
Iteration 63, 1 moved object, max delta = 5.328362899e-05, deltaT = 125.1100001
Iteration 64, 3 moved objects, max delta = 0.0002877038951, deltaT = 127.6859999
Iteration 65, 2 moved objects, max delta = 0.0001787584552, deltaT = 128.6340001
Iteration 66, 0 moved object, max delta = 0, deltaT = 121.7120001
Total 66 iterations, 24538 moved objects, clustering performed in 8264.283 s
Total time with loading: 8742.86 s
