K-averages clustering of 12000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_2.matrix'
Loading data and computing initial values: 0.8650000095 s (all future times given in seconds)
Iteration 1, 9187 moved objects, max delta = 0.01882534874, deltaT = 1.101000071
Iteration 2, 3647 moved objects, max delta = 0.2725101879, deltaT = 1.082000017
Iteration 3, 700 moved objects, max delta = 0.2528224475, deltaT = 1.085999966
Iteration 4, 352 moved objects, max delta = 0.06989433269, deltaT = 1.102999926
Iteration 5, 215 moved objects, max delta = 0.04114117223, deltaT = 1.099999905
Iteration 6, 167 moved objects, max delta = 0.02834659593, deltaT = 1.084000111
Iteration 7, 145 moved objects, max delta = 0.02545036898, deltaT = 1.083999872
Iteration 8, 134 moved objects, max delta = 0.02620870634, deltaT = 1.118000031
Iteration 9, 125 moved objects, max delta = 0.02204812943, deltaT = 1.131999969
Iteration 10, 132 moved objects, max delta = 0.02401875604, deltaT = 1.106000185
Iteration 11, 157 moved objects, max delta = 0.02756087014, deltaT = 1.083999872
Iteration 12, 169 moved objects, max delta = 0.04032928164, deltaT = 1.113000154
Iteration 13, 143 moved objects, max delta = 0.0371533845, deltaT = 1.085999966
Iteration 14, 139 moved objects, max delta = 0.02921905723, deltaT = 1.105000019
Iteration 15, 130 moved objects, max delta = 0.03121464614, deltaT = 1.131999969
Iteration 16, 125 moved objects, max delta = 0.02904279976, deltaT = 1.131999969
Iteration 17, 115 moved objects, max delta = 0.02516031205, deltaT = 1.122999907
Iteration 18, 120 moved objects, max delta = 0.02034132957, deltaT = 1.131999969
Iteration 19, 126 moved objects, max delta = 0.02086424458, deltaT = 1.086000204
Iteration 20, 116 moved objects, max delta = 0.02864009557, deltaT = 1.0849998
Iteration 21, 110 moved objects, max delta = 0.02786668731, deltaT = 1.094000101
Iteration 22, 103 moved objects, max delta = 0.02256318623, deltaT = 1.131999969
Iteration 23, 102 moved objects, max delta = 0.01661571922, deltaT = 1.131999969
Iteration 24, 97 moved objects, max delta = 0.01864915679, deltaT = 1.124000072
Iteration 25, 109 moved objects, max delta = 0.01907070516, deltaT = 1.131000042
Iteration 26, 122 moved objects, max delta = 0.02060289788, deltaT = 1.082999945
Iteration 27, 134 moved objects, max delta = 0.02417393369, deltaT = 1.085000038
Iteration 28, 155 moved objects, max delta = 0.02543683664, deltaT = 1.085000038
Iteration 29, 148 moved objects, max delta = 0.0251189112, deltaT = 1.083999872
Iteration 30, 138 moved objects, max delta = 0.02280084604, deltaT = 1.082999945
Iteration 31, 134 moved objects, max delta = 0.02492139969, deltaT = 1.105000019
Iteration 32, 117 moved objects, max delta = 0.02193808761, deltaT = 1.098999977
Iteration 33, 101 moved objects, max delta = 0.01992247385, deltaT = 1.083000183
Iteration 34, 78 moved objects, max delta = 0.01856568361, deltaT = 1.082000017
Iteration 35, 66 moved objects, max delta = 0.01147624811, deltaT = 1.083999872
Iteration 36, 66 moved objects, max delta = 0.01134333422, deltaT = 1.102999926
Iteration 37, 59 moved objects, max delta = 0.01022610239, deltaT = 1.130000114
Iteration 38, 51 moved objects, max delta = 0.01183886297, deltaT = 1.129999876
Iteration 39, 42 moved objects, max delta = 0.01012222571, deltaT = 1.130000114
Iteration 40, 34 moved objects, max delta = 0.006310192819, deltaT = 1.089999914
Iteration 41, 29 moved objects, max delta = 0.005937871817, deltaT = 1.106000185
Iteration 42, 27 moved objects, max delta = 0.00595797251, deltaT = 1.129999876
Iteration 43, 23 moved objects, max delta = 0.006441199523, deltaT = 1.130000114
Iteration 44, 24 moved objects, max delta = 0.004569515399, deltaT = 1.110999823
Iteration 45, 25 moved objects, max delta = 0.006254788285, deltaT = 1.08100009
Iteration 46, 21 moved objects, max delta = 0.00440207484, deltaT = 1.08100009
Iteration 47, 7 moved objects, max delta = 0.005109273324, deltaT = 1.079999924
Iteration 48, 8 moved objects, max delta = 0.001749627202, deltaT = 1.08100009
Iteration 49, 5 moved objects, max delta = 0.0008390445696, deltaT = 1.078999996
Iteration 50, 10 moved objects, max delta = 0.001452522756, deltaT = 1.080999851
Iteration 51, 16 moved objects, max delta = 0.002839436343, deltaT = 1.082999945
Iteration 52, 15 moved objects, max delta = 0.003889253657, deltaT = 1.083000183
Iteration 53, 11 moved objects, max delta = 0.004767385565, deltaT = 1.079999924
Iteration 54, 9 moved objects, max delta = 0.002689429534, deltaT = 1.08100009
Iteration 55, 6 moved objects, max delta = 0.001634841593, deltaT = 1.102999926
Iteration 56, 2 moved objects, max delta = 0.0005061575499, deltaT = 1.099999905
Iteration 57, 1 moved object, max delta = 1.260303132e-05, deltaT = 1.078999996
Iteration 58, 0 moved object, max delta = 0, deltaT = 1.078000069
Total 58 iterations, 18349 moved objects, clustering performed in 63.78999996 s
Total time with loading: 64.65499997 s
