15000, 5, /data/simple/testSwap_5.matrix, object normalized
307.165
0, 11824, 0.9232669896, 9.231000185
1, 810, 0.8079049628, 0.7559998035
2, 326, 0.1580334176, 0.2520000935
3, 229, 0.07091992699, 0.1429998875
4, 202, 0.05853386845, 0.123000145
5, 188, 0.04813157405, 0.1180000305
6, 176, 0.04078241995, 0.08799982071
7, 220, 0.06117156367, 0.1050000191
8, 182, 0.05543422907, 0.08800005913
9, 238, 0.07312650147, 0.1180000305
10, 256, 0.08518932472, 0.1649999619
11, 288, 0.09388655786, 0.1319999695
12, 321, 0.07741258891, 0.1520001888
13, 339, 0.08237483029, 0.1779999733
14, 372, 0.0807339349, 0.1719999313
15, 374, 0.07847713798, 0.1889998913
16, 372, 0.0769686493, 0.1860001087
17, 324, 0.07054024429, 0.1859998703
18, 382, 0.0712772419, 0.2010002136
19, 381, 0.08507705861, 0.2299997807
20, 345, 0.08748750211, 0.1650002003
21, 424, 0.09989729782, 0.2129998207
22, 401, 0.1309638087, 0.246999979
23, 430, 0.1145394578, 0.2200000286
24, 386, 0.1107880966, 0.1720001698
25, 306, 0.09642784627, 0.1740000248
26, 255, 0.06649071783, 0.1769998074
27, 202, 0.05230964703, 0.6900000572
28, 161, 0.04736127757, 0.245000124
29, 177, 0.04655826985, 0.121999979
30, 135, 0.04488510537, 0.09799981117
31, 96, 0.03071862536, 0.0560002327
32, 74, 0.02646631649, 0.03199982643
33, 82, 0.02860259898, 0.0529999733
34, 82, 0.0263055606, 0.06700015068
35, 80, 0.02585627192, 0.05099987984
36, 80, 0.0151601086, 0.06500005722
37, 65, 0.01141599907, 0.04299998283
38, 54, 0.01288032328, 0.02900004387
39, 27, 0.009232744752, 0.02999997139
40, 9, 0.001760078779, 0.003999948502
41, 16, 0.007422863163, 0.0150001049
42, 6, 0.008209204897, 0.0119998455
43, 8, 0.0029893666, 0.003000020981
44, 3, 0.002899511058, 0.00200009346
45, 1, 0.0003265415756, 0.0009999275208
46, 0, 0, 0.001000165939
47, 21709, 15.80000019
322.9880002
