K-averages clustering of 11000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_1.matrix'
Loading data and computing initial values: 5.45600009 s (all future times given in seconds)
Iteration 1, 8483 moved objects, max delta = 0.01717281346, deltaT = 1.006000042
Iteration 2, 2458 moved objects, max delta = 0.2568696874, deltaT = 1.010999918
Iteration 3, 1170 moved objects, max delta = 0.4892502373, deltaT = 0.986000061
Iteration 4, 720 moved objects, max delta = 0.1559872087, deltaT = 0.9739999771
Iteration 5, 473 moved objects, max delta = 0.1055859314, deltaT = 0.9670000076
Iteration 6, 358 moved objects, max delta = 0.07703443231, deltaT = 0.9639999866
Iteration 7, 232 moved objects, max delta = 0.05065334886, deltaT = 0.9609999657
Iteration 8, 203 moved objects, max delta = 0.04171869207, deltaT = 0.9600000381
Iteration 9, 142 moved objects, max delta = 0.03960662248, deltaT = 0.9579999447
Iteration 10, 106 moved objects, max delta = 0.03359740437, deltaT = 0.9579999447
Iteration 11, 85 moved objects, max delta = 0.02426574599, deltaT = 0.9580001831
Iteration 12, 83 moved objects, max delta = 0.03016699206, deltaT = 0.9579999447
Iteration 13, 74 moved objects, max delta = 0.02488632438, deltaT = 0.9570000172
Iteration 14, 64 moved objects, max delta = 0.01559240157, deltaT = 0.9559998512
Iteration 15, 60 moved objects, max delta = 0.01826623958, deltaT = 0.9560000896
Iteration 16, 51 moved objects, max delta = 0.01922749999, deltaT = 0.9549999237
Iteration 17, 54 moved objects, max delta = 0.01337946, deltaT = 0.9550001621
Iteration 18, 58 moved objects, max delta = 0.01241899476, deltaT = 0.9549999237
Iteration 19, 71 moved objects, max delta = 0.01997875984, deltaT = 0.9550001621
Iteration 20, 65 moved objects, max delta = 0.02281588476, deltaT = 0.9549999237
Iteration 21, 68 moved objects, max delta = 0.0252666842, deltaT = 0.9539999962
Iteration 22, 73 moved objects, max delta = 0.02101181561, deltaT = 0.9549999237
Iteration 23, 79 moved objects, max delta = 0.02471683535, deltaT = 0.9539999962
Iteration 24, 81 moved objects, max delta = 0.0274502839, deltaT = 0.9539999962
Iteration 25, 84 moved objects, max delta = 0.02369006878, deltaT = 0.9539999962
Iteration 26, 89 moved objects, max delta = 0.02569901121, deltaT = 0.9539999962
Iteration 27, 101 moved objects, max delta = 0.02622991965, deltaT = 0.9530000687
Iteration 28, 98 moved objects, max delta = 0.0292880912, deltaT = 0.9530000687
Iteration 29, 92 moved objects, max delta = 0.02048845158, deltaT = 0.9539999962
Iteration 30, 85 moved objects, max delta = 0.01923753456, deltaT = 0.9529998302
Iteration 31, 93 moved objects, max delta = 0.0179101184, deltaT = 0.9530000687
Iteration 32, 78 moved objects, max delta = 0.01654329575, deltaT = 0.9520001411
Iteration 33, 85 moved objects, max delta = 0.01528939545, deltaT = 0.9519999027
Iteration 34, 100 moved objects, max delta = 0.01704378771, deltaT = 0.9530000687
Iteration 35, 88 moved objects, max delta = 0.01733988188, deltaT = 0.9530000687
Iteration 36, 76 moved objects, max delta = 0.01252800289, deltaT = 0.9519999027
Iteration 37, 90 moved objects, max delta = 0.01384731519, deltaT = 0.9519999027
Iteration 38, 88 moved objects, max delta = 0.01764825993, deltaT = 0.9520001411
Iteration 39, 79 moved objects, max delta = 0.01578464577, deltaT = 0.9519999027
Iteration 40, 67 moved objects, max delta = 0.01345983984, deltaT = 0.9509999752
Iteration 41, 70 moved objects, max delta = 0.01306317965, deltaT = 0.9510002136
