18000, 5, /data/simple/testSwap_8.matrix, object normalized
2.243000031
0, 14331, 0.8949390464, 5.284999847
1, 2706, 0.8718773322, 1.018000126
2, 1085, 0.2770904234, 0.3980000019
3, 1012, 0.2255685966, 0.368999958
4, 1009, 0.2618030536, 0.3740000725
5, 742, 0.2009595041, 0.2809998989
6, 489, 0.1255396864, 0.1879999638
7, 394, 0.06279238362, 0.1519999504
8, 264, 0.05550884499, 0.1019999981
9, 203, 0.06279103396, 0.07899999619
10, 237, 0.08261998127, 0.09100008011
11, 242, 0.09046950482, 0.09400010109
12, 252, 0.100520898, 0.09800004959
13, 326, 0.1063101706, 0.1259999275
14, 288, 0.1152399748, 0.111000061
15, 279, 0.08981395725, 0.1079998016
16, 225, 0.07222511875, 0.08700013161
17, 174, 0.05490866093, 0.0680000782
18, 105, 0.04553417088, 0.04099988937
19, 93, 0.02825112743, 0.03699994087
20, 91, 0.02668826245, 0.03600001335
21, 83, 0.01619099326, 0.03299999237
22, 45, 0.01241497022, 0.01800012589
23, 26, 0.008303380524, 0.01099991798
24, 10, 0.001532299377, 0.005000114441
25, 2, 0.0004479136267, 0.001999855042
26, 2, 0.0003434587625, 0.00200009346
27, 0, 0, 0.0009999275208
28, 24715, 9.214999914
11.45799994
