K-averages clustering of 16000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_6.matrix'
Loading data and computing initial values: 304.9269998 s (all future times given in seconds)
Iteration 1, 12372 moved objects, max delta = 0.013327817, deltaT = 76.07200003
Iteration 2, 3013 moved objects, max delta = 0.3657336875, deltaT = 90.18499994
Iteration 3, 1067 moved objects, max delta = 0.22450048, deltaT = 75.39899993
Iteration 4, 703 moved objects, max delta = 0.1258876162, deltaT = 76.71599984
Iteration 5, 559 moved objects, max delta = 0.1028117695, deltaT = 84.39300013
Iteration 6, 484 moved objects, max delta = 0.086701489, deltaT = 88.49900007
Iteration 7, 389 moved objects, max delta = 0.09290737113, deltaT = 74.39900017
Iteration 8, 365 moved objects, max delta = 0.09125372505, deltaT = 82.06299996
Iteration 9, 362 moved objects, max delta = 0.07253597569, deltaT = 81.30599999
Iteration 10, 302 moved objects, max delta = 0.05294107165, deltaT = 78.5079999
Iteration 11, 296 moved objects, max delta = 0.03748815031, deltaT = 81.2750001
Iteration 12, 238 moved objects, max delta = 0.03540920197, deltaT = 72.97899985
Iteration 13, 204 moved objects, max delta = 0.02299191766, deltaT = 73.20700002
Iteration 14, 179 moved objects, max delta = 0.02684303449, deltaT = 105.438
Iteration 15, 150 moved objects, max delta = 0.02391824587, deltaT = 77.33300018
Iteration 16, 115 moved objects, max delta = 0.02125568808, deltaT = 82.6170001
Iteration 17, 91 moved objects, max delta = 0.01639974679, deltaT = 79.80599999
Iteration 18, 84 moved objects, max delta = 0.01553515465, deltaT = 77.96700001
Iteration 19, 69 moved objects, max delta = 0.01003554222, deltaT = 73.76699996
Iteration 20, 68 moved objects, max delta = 0.008570832194, deltaT = 82.44199991
Iteration 21, 70 moved objects, max delta = 0.008363584844, deltaT = 77.00800014
Iteration 22, 71 moved objects, max delta = 0.01049140266, deltaT = 73.16599989
Iteration 23, 60 moved objects, max delta = 0.009262747464, deltaT = 82.35899997
Iteration 24, 47 moved objects, max delta = 0.00667785355, deltaT = 81.84700012
Iteration 25, 49 moved objects, max delta = 0.005938832151, deltaT = 81.70899987
Iteration 26, 40 moved objects, max delta = 0.005459251272, deltaT = 79.60000014
Iteration 27, 33 moved objects, max delta = 0.00653355035, deltaT = 75.35299993
Iteration 28, 32 moved objects, max delta = 0.006154363446, deltaT = 80.25800014
Iteration 29, 30 moved objects, max delta = 0.004439411177, deltaT = 84.85100007
Iteration 30, 44 moved objects, max delta = 0.004437298404, deltaT = 73.83200002
Iteration 31, 40 moved objects, max delta = 0.005269861616, deltaT = 71.96600008
Iteration 32, 41 moved objects, max delta = 0.004192114399, deltaT = 84.56800008
Iteration 33, 31 moved objects, max delta = 0.003666966017, deltaT = 73.48800015
Iteration 34, 30 moved objects, max delta = 0.00414111606, deltaT = 79.15799999
Iteration 35, 31 moved objects, max delta = 0.00422005756, deltaT = 74.05699992
Iteration 36, 33 moved objects, max delta = 0.004623972186, deltaT = 88.16799998
Iteration 37, 27 moved objects, max delta = 0.004938580503, deltaT = 72.03299999
Iteration 38, 18 moved objects, max delta = 0.005088513666, deltaT = 77.77499986
Iteration 39, 18 moved objects, max delta = 0.002542697841, deltaT = 80.78999996
Iteration 40, 21 moved objects, max delta = 0.002240836979, deltaT = 75.81299996
Iteration 41, 18 moved objects, max delta = 0.003778794849, deltaT = 75.45000005
Iteration 42, 10 moved objects, max delta = 0.002047021724, deltaT = 72.68200016
Iteration 43, 10 moved objects, max delta = 0.001723407067, deltaT = 76.89199996
Iteration 44, 5 moved objects, max delta = 0.002239977739, deltaT = 86.648
Iteration 45, 2 moved objects, max delta = 0.001028061159, deltaT = 84.54299998
Iteration 46, 4 moved objects, max delta = 0.0004311310458, deltaT = 72.73699999
Iteration 47, 3 moved objects, max delta = 0.001209848439, deltaT = 72.94099998
Iteration 48, 3 moved objects, max delta = 0.0006206482025, deltaT = 83.42700005
Iteration 49, 2 moved objects, max delta = 0.0008166213676, deltaT = 82.31699991
Iteration 50, 1 moved object, max delta = 6.189088927e-05, deltaT = 79.88300014
Iteration 51, 0 moved object, max delta = 0, deltaT = 76.3829999
Total 51 iterations, 21934 moved objects, clustering performed in 4049.227 s
Total time with loading: 4354.231 s
