K-averages clustering of 13000 objects into 5 classes, similarity matrix in '/data/simple/testSwap_3.matrix', metrics: object normalized
Loading data and computing initial values: 1.177000046 s (all future times given in seconds)
Iteration 1, 10325 moved objects, max delta = 0.9259582515, deltaT = 2.719000101
Iteration 2, 654 moved objects, max delta = 0.5874657446, deltaT = 0.1729998589
Iteration 3, 355 moved objects, max delta = 0.08948216906, deltaT = 0.09600019455
Iteration 4, 283 moved objects, max delta = 0.06736517364, deltaT = 0.0759999752
Iteration 5, 212 moved objects, max delta = 0.06920393012, deltaT = 0.0569999218
Iteration 6, 186 moved objects, max delta = 0.05769659232, deltaT = 0.04999995232
Iteration 7, 190 moved objects, max delta = 0.07248952744, deltaT = 0.05100011826
Iteration 8, 172 moved objects, max delta = 0.07091845602, deltaT = 0.04600000381
Iteration 9, 139 moved objects, max delta = 0.07039775254, deltaT = 0.03699994087
Iteration 10, 158 moved objects, max delta = 0.06578961919, deltaT = 0.04200005531
Iteration 11, 201 moved objects, max delta = 0.08547810386, deltaT = 0.05399990082
Iteration 12, 188 moved objects, max delta = 0.07174522389, deltaT = 0.05100011826
Iteration 13, 190 moved objects, max delta = 0.05826723336, deltaT = 0.05099987984
Iteration 14, 199 moved objects, max delta = 0.06317791248, deltaT = 0.05400013924
Iteration 15, 238 moved objects, max delta = 0.06073937427, deltaT = 0.06299996376
Iteration 16, 264 moved objects, max delta = 0.08086429998, deltaT = 0.07099986076
Iteration 17, 187 moved objects, max delta = 0.0723037567, deltaT = 0.05000019073
Iteration 18, 201 moved objects, max delta = 0.06842023188, deltaT = 0.05399990082
Iteration 19, 201 moved objects, max delta = 0.06288702366, deltaT = 0.0529999733
Iteration 20, 183 moved objects, max delta = 0.06212599266, deltaT = 0.04999995232
Iteration 21, 145 moved objects, max delta = 0.0466135183, deltaT = 0.03900003433
Iteration 22, 113 moved objects, max delta = 0.04477051786, deltaT = 0.03100013733
Iteration 23, 97 moved objects, max delta = 0.03606343779, deltaT = 0.02699995041
Iteration 24, 110 moved objects, max delta = 0.03608415286, deltaT = 0.03099989891
Iteration 25, 116 moved objects, max delta = 0.04657712496, deltaT = 0.03200006485
Iteration 26, 84 moved objects, max delta = 0.04513026589, deltaT = 0.02300000191
Iteration 27, 82 moved objects, max delta = 0.02722826691, deltaT = 0.02300000191
Iteration 28, 67 moved objects, max delta = 0.03420965446, deltaT = 0.01799988747
Iteration 29, 53 moved objects, max delta = 0.02066916623, deltaT = 0.0150001049
Iteration 30, 21 moved objects, max delta = 0.006414898504, deltaT = 0.006000041962
Iteration 31, 10 moved objects, max delta = 0.006320514018, deltaT = 0.003999948502
Iteration 32, 0 moved object, max delta = 0, deltaT = 0.0009999275208
Total 32 iterations, 15624 moved objects, clustering performed in 4.148000002 s
Total time with loading: 5.325000048 s
