K-averages clustering of 14000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_4.matrix'
Loading data and computing initial values: 8.986999989 s (all future times given in seconds)
Iteration 1, 10841 moved objects, max delta = 0.01838984446, deltaT = 1.611999989
Iteration 2, 1957 moved objects, max delta = 0.339320595, deltaT = 1.603000164
Iteration 3, 946 moved objects, max delta = 0.4072618749, deltaT = 1.572999954
Iteration 4, 701 moved objects, max delta = 0.112019431, deltaT = 1.555999994
Iteration 5, 569 moved objects, max delta = 0.1106214874, deltaT = 1.548000097
Iteration 6, 455 moved objects, max delta = 0.08893557114, deltaT = 1.54399991
Iteration 7, 341 moved objects, max delta = 0.06787808946, deltaT = 1.542000055
Iteration 8, 294 moved objects, max delta = 0.0568872332, deltaT = 1.542999983
Iteration 9, 259 moved objects, max delta = 0.04609901122, deltaT = 1.540999889
Iteration 10, 263 moved objects, max delta = 0.03339950152, deltaT = 1.542000055
Iteration 11, 235 moved objects, max delta = 0.02984006195, deltaT = 1.542000055
Iteration 12, 221 moved objects, max delta = 0.02739046451, deltaT = 1.540999889
Iteration 13, 211 moved objects, max delta = 0.02684287388, deltaT = 1.541000128
Iteration 14, 189 moved objects, max delta = 0.0350160368, deltaT = 1.541999817
Iteration 15, 199 moved objects, max delta = 0.02690713348, deltaT = 1.542000055
Iteration 16, 194 moved objects, max delta = 0.02799500001, deltaT = 1.542999983
Iteration 17, 174 moved objects, max delta = 0.02757169361, deltaT = 1.542000055
Iteration 18, 152 moved objects, max delta = 0.02648828408, deltaT = 1.54399991
Iteration 19, 129 moved objects, max delta = 0.02425545031, deltaT = 1.543000221
Iteration 20, 111 moved objects, max delta = 0.02265266725, deltaT = 1.54399991
Iteration 21, 110 moved objects, max delta = 0.01999349587, deltaT = 1.542999983
Iteration 22, 102 moved objects, max delta = 0.02199370339, deltaT = 1.54399991
Iteration 23, 106 moved objects, max delta = 0.02160875436, deltaT = 1.544000149
Iteration 24, 102 moved objects, max delta = 0.01795749983, deltaT = 1.54399991
Iteration 25, 100 moved objects, max delta = 0.02175956111, deltaT = 1.54399991
Iteration 26, 90 moved objects, max delta = 0.01621421408, deltaT = 1.544000149
Iteration 27, 86 moved objects, max delta = 0.01581402742, deltaT = 1.54399991
Iteration 28, 72 moved objects, max delta = 0.01882746243, deltaT = 1.544000149
Iteration 29, 61 moved objects, max delta = 0.01764962336, deltaT = 1.54399991
Iteration 30, 65 moved objects, max delta = 0.01099167788, deltaT = 1.54399991
Iteration 31, 46 moved objects, max delta = 0.01327607338, deltaT = 1.545000076
Iteration 32, 32 moved objects, max delta = 0.006274242322, deltaT = 1.545000076
Iteration 33, 32 moved objects, max delta = 0.005409552787, deltaT = 1.54399991
Iteration 34, 29 moved objects, max delta = 0.005780281296, deltaT = 1.54399991
Iteration 35, 26 moved objects, max delta = 0.004033492256, deltaT = 1.545000076
Iteration 36, 24 moved objects, max delta = 0.004743736702, deltaT = 1.542999983
Iteration 37, 19 moved objects, max delta = 0.004263767814, deltaT = 1.544000149
Iteration 38, 18 moved objects, max delta = 0.003525774302, deltaT = 1.54399991
Iteration 39, 14 moved objects, max delta = 0.003861990697, deltaT = 1.542999983
Iteration 40, 12 moved objects, max delta = 0.002315663286, deltaT = 1.54399991
Iteration 41, 7 moved objects, max delta = 0.001996208003, deltaT = 1.543000221
Iteration 42, 3 moved objects, max delta = 0.001749777668, deltaT = 1.54399991
Iteration 43, 3 moved objects, max delta = 0.001028617098, deltaT = 1.542999983
Iteration 44, 1 moved object, max delta = 0.0003732462713, deltaT = 1.54399991
Iteration 45, 1 moved object, max delta = 0.0006379584118, deltaT = 1.542999983
Iteration 46, 1 moved object, max delta = 0.0001292057198, deltaT = 1.544000149
Iteration 47, 0 moved object, max delta = 0, deltaT = 1.542999983
Total 47 iterations, 19603 moved objects, clustering performed in 72.71200013 s
Total time with loading: 81.71300006 s
