11000, 5, /data/simple/testSwap_1.matrix, object normalized
0.8379998207
0, 8692, 0.9736057319, 1.942000151
1, 890, 0.6732135529, 0.2029998302
2, 337, 0.1211059484, 0.07600021362
3, 378, 0.1211337245, 0.08599996567
4, 423, 0.1114976776, 0.09500002861
5, 467, 0.1312545181, 0.1050000191
6, 563, 0.1577075026, 0.1279997826
7, 622, 0.1730088977, 0.1460001469
8, 667, 0.2099875592, 0.1559998989
9, 583, 0.1941071968, 0.1370000839
10, 455, 0.1710545499, 0.1069998741
11, 279, 0.08946444137, 0.06599998474
12, 235, 0.06121686267, 0.05599999428
13, 202, 0.06321008529, 0.04800009727
14, 117, 0.05964621694, 0.02800011635
15, 96, 0.0338431951, 0.02300000191
16, 58, 0.02521725422, 0.01399993896
17, 62, 0.0199977511, 0.01600003242
18, 70, 0.01998046601, 0.01699995995
19, 65, 0.02381053179, 0.01600003242
20, 36, 0.01581481672, 0.008999824524
21, 44, 0.01360755449, 0.0110001564
22, 27, 0.01677757591, 0.006999969482
23, 25, 0.01265040491, 0.006999969482
24, 10, 0.005482521196, 0.003000020981
25, 8, 0.003471817295, 0.00200009346
26, 2, 0.000922684348, 0.001999855042
27, 0, 0, 0
28, 15413, 3.506000042
4.343999863
