K-averages clustering of 12000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_2.matrix'
Loading data and computing initial values: 0.8619999886 s (all future times given in seconds)
Iteration 1, 9274 moved objects, max delta = 0.02386055396, deltaT = 1.144999981
Iteration 2, 2067 moved objects, max delta = 0.2337991389, deltaT = 1.121000051
Iteration 3, 773 moved objects, max delta = 0.1548756025, deltaT = 1.114000082
Iteration 4, 502 moved objects, max delta = 0.0976292153, deltaT = 1.102999926
Iteration 5, 378 moved objects, max delta = 0.07340038516, deltaT = 1.101000071
Iteration 6, 325 moved objects, max delta = 0.07194193254, deltaT = 1.096999884
Iteration 7, 308 moved objects, max delta = 0.0772801871, deltaT = 1.09800005
Iteration 8, 326 moved objects, max delta = 0.07298358756, deltaT = 1.143000126
Iteration 9, 319 moved objects, max delta = 0.0987701417, deltaT = 1.111999989
Iteration 10, 275 moved objects, max delta = 0.08396363317, deltaT = 1.096999884
Iteration 11, 245 moved objects, max delta = 0.08073300263, deltaT = 1.095000029
Iteration 12, 225 moved objects, max delta = 0.06240533145, deltaT = 1.09100008
Iteration 13, 220 moved objects, max delta = 0.04895686411, deltaT = 1.089999914
Iteration 14, 201 moved objects, max delta = 0.04646846793, deltaT = 1.095999956
Iteration 15, 173 moved objects, max delta = 0.03872342829, deltaT = 1.120000124
Iteration 16, 139 moved objects, max delta = 0.03808919984, deltaT = 1.088999987
Iteration 17, 123 moved objects, max delta = 0.03763587841, deltaT = 1.086999893
Iteration 18, 113 moved objects, max delta = 0.02620199965, deltaT = 1.087000132
Iteration 19, 91 moved objects, max delta = 0.02430422324, deltaT = 1.0849998
Iteration 20, 75 moved objects, max delta = 0.01809708445, deltaT = 1.088999987
Iteration 21, 62 moved objects, max delta = 0.0155309464, deltaT = 1.089000225
Iteration 22, 48 moved objects, max delta = 0.0117969401, deltaT = 1.086999893
Iteration 23, 36 moved objects, max delta = 0.007066988817, deltaT = 1.085999966
Iteration 24, 27 moved objects, max delta = 0.005840188978, deltaT = 1.085000038
Iteration 25, 17 moved objects, max delta = 0.005394905982, deltaT = 1.085999966
Iteration 26, 20 moved objects, max delta = 0.004221505201, deltaT = 1.082999945
Iteration 27, 21 moved objects, max delta = 0.007093451352, deltaT = 1.085999966
Iteration 28, 17 moved objects, max delta = 0.00419854098, deltaT = 1.085000038
Iteration 29, 16 moved objects, max delta = 0.003180742969, deltaT = 1.085999966
Iteration 30, 10 moved objects, max delta = 0.002877983642, deltaT = 1.11500001
Iteration 31, 12 moved objects, max delta = 0.003360382217, deltaT = 1.101000071
Iteration 32, 10 moved objects, max delta = 0.002134655248, deltaT = 1.082999945
Iteration 33, 9 moved objects, max delta = 0.001831358281, deltaT = 1.084000111
Iteration 34, 11 moved objects, max delta = 0.001959244265, deltaT = 1.083999872
Iteration 35, 16 moved objects, max delta = 0.002443213285, deltaT = 1.087000132
Iteration 36, 15 moved objects, max delta = 0.00306045934, deltaT = 1.085999966
Iteration 37, 19 moved objects, max delta = 0.003986164568, deltaT = 1.086999893
Iteration 38, 22 moved objects, max delta = 0.007218011905, deltaT = 1.083000183
Iteration 39, 26 moved objects, max delta = 0.005387648324, deltaT = 1.082000017
Iteration 40, 28 moved objects, max delta = 0.006237035625, deltaT = 1.0849998
Iteration 41, 28 moved objects, max delta = 0.008864289268, deltaT = 1.082000017
