11000, 5, /data/simple/testSwap_1.matrix, object normalized
5.673000097
0, 8724, 1.107179243, 2.036000013
1, 842, 0.7037766027, 0.1969997883
2, 157, 0.0716857016, 0.03700017929
3, 88, 0.03521966062, 0.02099990845
4, 45, 0.02364077061, 0.01200008392
5, 38, 0.01001072033, 0.008999824524
6, 49, 0.01712407396, 0.01300001144
7, 52, 0.01790630674, 0.01300001144
8, 36, 0.0225208171, 0.009000062943
9, 20, 0.01240070056, 0.005000114441
10, 30, 0.01454202675, 0.007999897003
11, 17, 0.005675961827, 0.005000114441
12, 14, 0.005456088772, 0.003999948502
13, 21, 0.008019853198, 0.006000041962
14, 39, 0.01667061439, 0.009999990463
15, 69, 0.03741944126, 0.01600003242
16, 76, 0.03695169076, 0.01899981499
17, 69, 0.03819783569, 0.01699995995
18, 62, 0.03196412483, 0.0150001049
19, 90, 0.03328987495, 0.02200007439
20, 106, 0.04933101664, 0.02600002289
21, 106, 0.03590292742, 0.02499985695
22, 129, 0.04351310694, 0.03100013733
23, 183, 0.07365770393, 0.04399991035
24, 217, 0.09350842654, 0.05100011826
25, 199, 0.1101580541, 0.04699993134
26, 170, 0.09356786077, 0.04099988937
27, 118, 0.05688024966, 0.02800011635
28, 106, 0.04108040983, 0.02600002289
29, 85, 0.03259841162, 0.01999998093
30, 66, 0.01948099062, 0.01600003242
31, 50, 0.01834576079, 0.01300001144
32, 35, 0.01797677009, 0.008999824524
33, 29, 0.01222671111, 0.006999969482
34, 12, 0.01395369299, 0.00400018692
35, 9, 0.005590340982, 0.003000020981
36, 8, 0.004737805191, 0.002999782562
37, 5, 0.003108973283, 0.00200009346
38, 3, 0.000666488229, 0.0009999275208
39, 2, 0.0008102578923, 0.001000165939
40, 3, 0.002526611059, 0.001999855042
41, 0, 0, 0.001000165939
42, 12179, 2.875
8.548000097
