14000, 5, /data/simple/testSwap_4.matrix, object normalized
1.359999895
0, 11061, 0.9452448725, 3.132999897
1, 827, 0.6048764276, 0.2350001335
2, 491, 0.1754757939, 0.1410000324
3, 495, 0.1528383572, 0.1410000324
4, 522, 0.1552658736, 0.1499998569
5, 434, 0.1512012387, 0.123000145
6, 354, 0.1336202634, 0.1019999981
7, 217, 0.08405984276, 0.06199979782
8, 153, 0.05321866516, 0.04400014877
9, 87, 0.03835878046, 0.02600002289
10, 99, 0.02800259241, 0.02900004387
11, 80, 0.02765233237, 0.02399992943
12, 60, 0.02642854271, 0.01699995995
13, 55, 0.02096304249, 0.01699995995
14, 37, 0.01627481304, 0.01099991798
15, 35, 0.005723509277, 0.0110001564
16, 21, 0.008250919745, 0.006999969482
17, 20, 0.006565971847, 0.006999969482
18, 14, 0.004828913391, 0.003999948502
19, 9, 0.002076562567, 0.00400018692
20, 6, 0.005305694779, 0.002999782562
21, 12, 0.002433180648, 0.00400018692
22, 11, 0.002541918289, 0.003999948502
23, 2, 0.001114158275, 0.001999855042
24, 3, 0.001840368235, 0.001000165939
25, 2, 0.0002781620853, 0.001999855042
26, 2, 0.001393699168, 0.001000165939
27, 0, 0, 0.0009999275208
28, 15109, 4.305999994
5.665999889
