K-averages clustering of 15000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_5.matrix'
Loading data and computing initial values: 1.345999956 s (all future times given in seconds)
Iteration 1, 11538 moved objects, max delta = 0.01498213043, deltaT = 1.700000048
Iteration 2, 2814 moved objects, max delta = 0.332598665, deltaT = 1.7099998
Iteration 3, 1408 moved objects, max delta = 0.1738352247, deltaT = 1.745000124
Iteration 4, 810 moved objects, max delta = 0.3675749206, deltaT = 1.710999966
Iteration 5, 677 moved objects, max delta = 0.1082873082, deltaT = 1.707999945
Iteration 6, 600 moved objects, max delta = 0.1044068094, deltaT = 1.690000057
Iteration 7, 519 moved objects, max delta = 0.1032876316, deltaT = 1.700999975
Iteration 8, 460 moved objects, max delta = 0.08952117427, deltaT = 1.736999989
Iteration 9, 389 moved objects, max delta = 0.08275429872, deltaT = 1.756000042
Iteration 10, 306 moved objects, max delta = 0.06533106621, deltaT = 1.737999916
Iteration 11, 254 moved objects, max delta = 0.04513999267, deltaT = 1.726999998
Iteration 12, 197 moved objects, max delta = 0.04076076453, deltaT = 1.700999975
Iteration 13, 150 moved objects, max delta = 0.02753613128, deltaT = 1.694000006
Iteration 14, 125 moved objects, max delta = 0.02198670922, deltaT = 1.687000036
Iteration 15, 107 moved objects, max delta = 0.01591773744, deltaT = 1.693000078
Iteration 16, 98 moved objects, max delta = 0.01415028554, deltaT = 1.697999954
Iteration 17, 84 moved objects, max delta = 0.01121847171, deltaT = 1.696000099
Iteration 18, 64 moved objects, max delta = 0.007459145872, deltaT = 1.711999893
Iteration 19, 59 moved objects, max delta = 0.006348942321, deltaT = 1.710000038
Iteration 20, 67 moved objects, max delta = 0.006242551635, deltaT = 1.694000006
Iteration 21, 62 moved objects, max delta = 0.009127324648, deltaT = 1.697999954
Iteration 22, 55 moved objects, max delta = 0.009947465895, deltaT = 1.694999933
Iteration 23, 35 moved objects, max delta = 0.005685286897, deltaT = 1.68900013
Iteration 24, 31 moved objects, max delta = 0.004926678658, deltaT = 1.687999964
Iteration 25, 29 moved objects, max delta = 0.00288043007, deltaT = 1.691999912
Iteration 26, 26 moved objects, max delta = 0.002933663781, deltaT = 1.695000172
Iteration 27, 20 moved objects, max delta = 0.003027404943, deltaT = 1.688999891
Iteration 28, 20 moved objects, max delta = 0.002902271304, deltaT = 1.690000057
Iteration 29, 21 moved objects, max delta = 0.003585352068, deltaT = 1.707000017
Iteration 30, 16 moved objects, max delta = 0.002953851671, deltaT = 1.769000053
Iteration 31, 12 moved objects, max delta = 0.003713973904, deltaT = 1.713999987
Iteration 32, 14 moved objects, max delta = 0.001853585017, deltaT = 1.760999918
Iteration 33, 12 moved objects, max delta = 0.001927423342, deltaT = 1.760999918
Iteration 34, 9 moved objects, max delta = 0.004335829212, deltaT = 1.75999999
Iteration 35, 6 moved objects, max delta = 0.001980996936, deltaT = 1.763000011
Iteration 36, 7 moved objects, max delta = 0.0008640300937, deltaT = 1.709000111
Iteration 37, 8 moved objects, max delta = 0.0009005471334, deltaT = 1.718999863
Iteration 38, 9 moved objects, max delta = 0.0008120305764, deltaT = 1.693000078
Iteration 39, 4 moved objects, max delta = 0.000321619927, deltaT = 1.687999964
Iteration 40, 3 moved objects, max delta = 0.0003378871724, deltaT = 1.697999954
Iteration 41, 5 moved objects, max delta = 0.001261834479, deltaT = 1.71600008
Iteration 42, 4 moved objects, max delta = 0.000623711254, deltaT = 1.694999933
Iteration 43, 1 moved object, max delta = 0.0008882134291, deltaT = 1.690000057
Iteration 44, 0 moved object, max delta = 0, deltaT = 1.687999964
Total 44 iterations, 21135 moved objects, clustering performed in 75.27499986 s
Total time with loading: 76.62099981 s
