17000, 5, /data/simple/testSwap_7.matrix, object normalized
331.0610001
0, 13504, 0.937171856, 36.85800004
1, 876, 0.7224218644, 2.792000055
2, 246, 0.1056240383, 0.6779999733
3, 180, 0.04671790493, 0.3580000401
4, 152, 0.03899445853, 0.3159999847
5, 97, 0.03064504173, 0.1579999924
6, 71, 0.02763105836, 0.1480000019
7, 63, 0.01782263194, 0.08899998665
8, 49, 0.01444061289, 0.1319999695
9, 68, 0.0174162831, 0.125
10, 35, 0.01599954733, 0.09599995613
11, 19, 0.01059084984, 0.02600002289
12, 12, 0.006814430033, 0.02300000191
13, 8, 0.002015410291, 0.02100014687
14, 3, 0.001799604876, 0.01099991798
15, 0, 0, 0.0009999275208
16, 15383, 41.92700005
373.013
