K-averages clustering of 17000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_7.matrix'
Loading data and computing initial values: 389.766 s (all future times given in seconds)
Iteration 1, 13140 moved objects, max delta = 0.02031088756, deltaT = 81.16100001
Iteration 2, 3331 moved objects, max delta = 0.3131252183, deltaT = 86.38100004
Iteration 3, 1999 moved objects, max delta = 0.2188625865, deltaT = 85.68099999
Iteration 4, 1150 moved objects, max delta = 0.2767226105, deltaT = 94.93999982
Iteration 5, 692 moved objects, max delta = 0.09759523857, deltaT = 77.26799989
Iteration 6, 514 moved objects, max delta = 0.06690793724, deltaT = 84.38900018
Iteration 7, 370 moved objects, max delta = 0.05696071936, deltaT = 90.53999996
Iteration 8, 263 moved objects, max delta = 0.04163193498, deltaT = 78.38700008
Iteration 9, 218 moved objects, max delta = 0.03059522879, deltaT = 98.79200006
Iteration 10, 180 moved objects, max delta = 0.02248467298, deltaT = 82.454
Iteration 11, 145 moved objects, max delta = 0.0190223664, deltaT = 90.648
Iteration 12, 140 moved objects, max delta = 0.02063879838, deltaT = 81.43799996
Iteration 13, 129 moved objects, max delta = 0.01799358986, deltaT = 83.07999992
Iteration 14, 151 moved objects, max delta = 0.01415542579, deltaT = 88.5150001
Iteration 15, 164 moved objects, max delta = 0.01774361074, deltaT = 83.58100009
Iteration 16, 160 moved objects, max delta = 0.01822920241, deltaT = 87.03900003
Iteration 17, 142 moved objects, max delta = 0.01917502682, deltaT = 80.1880002
Iteration 18, 164 moved objects, max delta = 0.01542217795, deltaT = 102.734
Iteration 19, 156 moved objects, max delta = 0.01998644197, deltaT = 80.62100005
Iteration 20, 153 moved objects, max delta = 0.02034008405, deltaT = 90.2980001
Iteration 21, 153 moved objects, max delta = 0.01725178476, deltaT = 84.47100019
Iteration 22, 139 moved objects, max delta = 0.01703450821, deltaT = 92.25900006
Iteration 23, 133 moved objects, max delta = 0.01587899683, deltaT = 78.96300006
Iteration 24, 150 moved objects, max delta = 0.01877174318, deltaT = 82.5860002
Iteration 25, 151 moved objects, max delta = 0.01843586747, deltaT = 93.51600003
Iteration 26, 140 moved objects, max delta = 0.02030587197, deltaT = 80.87199998
Iteration 27, 133 moved objects, max delta = 0.01985454723, deltaT = 94.3579998
Iteration 28, 126 moved objects, max delta = 0.02172259328, deltaT = 85.33899999
Iteration 29, 118 moved objects, max delta = 0.0204310497, deltaT = 90.68199992
Iteration 30, 130 moved objects, max delta = 0.01737040705, deltaT = 77.77900004
Iteration 31, 132 moved objects, max delta = 0.02052460088, deltaT = 81.99699998
Iteration 32, 125 moved objects, max delta = 0.02341729416, deltaT = 92.71499991
Iteration 33, 132 moved objects, max delta = 0.0230799219, deltaT = 79.21299982
Iteration 34, 149 moved objects, max delta = 0.02889759758, deltaT = 88.68099999
Iteration 35, 169 moved objects, max delta = 0.02901924342, deltaT = 89.84799981
Iteration 36, 180 moved objects, max delta = 0.03640118253, deltaT = 95.62400007
Iteration 37, 191 moved objects, max delta = 0.03072396321, deltaT = 84.09000015
Iteration 38, 187 moved objects, max delta = 0.0334158258, deltaT = 92.49699998
Iteration 39, 209 moved objects, max delta = 0.04046250802, deltaT = 80.53799987
Iteration 40, 239 moved objects, max delta = 0.04031304336, deltaT = 93.07399988
Iteration 41, 238 moved objects, max delta = 0.037868636, deltaT = 82.63000011
Iteration 42, 218 moved objects, max delta = 0.03346481732, deltaT = 94.45799994
Iteration 43, 230 moved objects, max delta = 0.03100588955, deltaT = 77.37100005
Iteration 44, 279 moved objects, max delta = 0.02976357171, deltaT = 79.52900004
Iteration 45, 284 moved objects, max delta = 0.03230137755, deltaT = 97.27400017
Iteration 46, 276 moved objects, max delta = 0.0311639932, deltaT = 79.58899999
Iteration 47, 261 moved objects, max delta = 0.03025142424, deltaT = 87.42200017
Iteration 48, 243 moved objects, max delta = 0.0283503859, deltaT = 87.52200007
Iteration 49, 231 moved objects, max delta = 0.02384776639, deltaT = 92.15699983
Iteration 50, 214 moved objects, max delta = 0.02341568297, deltaT = 80.14599991
Iteration 51, 198 moved objects, max delta = 0.022081005, deltaT = 79.4460001
Iteration 52, 188 moved objects, max delta = 0.01849700975, deltaT = 92.18199992
Iteration 53, 175 moved objects, max delta = 0.02040632593, deltaT = 85.77199984
Iteration 54, 171 moved objects, max delta = 0.02239614493, deltaT = 93.71600008
Iteration 55, 151 moved objects, max delta = 0.0230551325, deltaT = 84.35599995
Iteration 56, 144 moved objects, max delta = 0.02184955131, deltaT = 90.273
Iteration 57, 112 moved objects, max delta = 0.02675519383, deltaT = 77.05500007
Iteration 58, 109 moved objects, max delta = 0.01823847651, deltaT = 79.00200009
Iteration 59, 116 moved objects, max delta = 0.02003094717, deltaT = 94.63199997
Iteration 60, 102 moved objects, max delta = 0.01807294612, deltaT = 80.71399999
Iteration 61, 79 moved objects, max delta = 0.01601634066, deltaT = 90.82400012
Iteration 62, 64 moved objects, max delta = 0.012262681, deltaT = 83.85299993
Iteration 63, 64 moved objects, max delta = 0.009104506791, deltaT = 96.00699997
Iteration 64, 59 moved objects, max delta = 0.008862509926, deltaT = 82.73899984
Iteration 65, 54 moved objects, max delta = 0.009695746331, deltaT = 77.77800012
Iteration 66, 47 moved objects, max delta = 0.008593398564, deltaT = 94.8900001
Iteration 67, 46 moved objects, max delta = 0.00609753377, deltaT = 83.08899999
Iteration 68, 42 moved objects, max delta = 0.006645055258, deltaT = 90.31599998
Iteration 69, 30 moved objects, max delta = 0.005928828773, deltaT = 80.68000007
Iteration 70, 20 moved objects, max delta = 0.004702330524, deltaT = 92.19799995
Iteration 71, 19 moved objects, max delta = 0.001808784812, deltaT = 82.78100014
Iteration 72, 13 moved objects, max delta = 0.002312459835, deltaT = 96.01600003
Iteration 73, 8 moved objects, max delta = 0.0009300434249, deltaT = 84.60500002
Iteration 74, 6 moved objects, max delta = 0.0007340036667, deltaT = 88.648
Iteration 75, 7 moved objects, max delta = 0.0007181746848, deltaT = 82.31100011
Iteration 76, 7 moved objects, max delta = 0.001517043854, deltaT = 91.94099998
Iteration 77, 4 moved objects, max delta = 0.001038692222, deltaT = 77.65400004
Iteration 78, 5 moved objects, max delta = 0.000642311519, deltaT = 86.93000007
Iteration 79, 2 moved objects, max delta = 0.0007734677477, deltaT = 84.48899984
Iteration 80, 0 moved object, max delta = 0, deltaT = 85.56299996
Total 80 iterations, 30963 moved objects, clustering performed in 6923.135 s
Total time with loading: 7312.988 s
