K-averages clustering of 18000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_8.matrix'
Loading data and computing initial values: 1.948999882 s (all future times given in seconds)
Iteration 1, 14027 moved objects, max delta = 0.0164729461, deltaT = 2.615999937
Iteration 2, 2655 moved objects, max delta = 0.3236787272, deltaT = 2.562999964
Iteration 3, 1717 moved objects, max delta = 0.1842603463, deltaT = 2.525000095
Iteration 4, 1319 moved objects, max delta = 0.1283059168, deltaT = 2.487999916
Iteration 5, 1018 moved objects, max delta = 0.1217878093, deltaT = 2.478000164
Iteration 6, 726 moved objects, max delta = 0.09955858317, deltaT = 2.462999821
Iteration 7, 523 moved objects, max delta = 0.07352262068, deltaT = 2.458000183
Iteration 8, 423 moved objects, max delta = 0.05913541292, deltaT = 2.447000027
Iteration 9, 339 moved objects, max delta = 0.04924364283, deltaT = 2.480999947
Iteration 10, 303 moved objects, max delta = 0.04371937813, deltaT = 2.470000029
Iteration 11, 242 moved objects, max delta = 0.03859500185, deltaT = 2.449999809
Iteration 12, 230 moved objects, max delta = 0.03201006468, deltaT = 2.431000233
Iteration 13, 183 moved objects, max delta = 0.02697303885, deltaT = 2.43599987
Iteration 14, 202 moved objects, max delta = 0.02101536379, deltaT = 2.431999922
Iteration 15, 212 moved objects, max delta = 0.02636704127, deltaT = 2.452000141
Iteration 16, 204 moved objects, max delta = 0.02647353012, deltaT = 2.440000057
Iteration 17, 173 moved objects, max delta = 0.02527247416, deltaT = 2.434999943
Iteration 18, 166 moved objects, max delta = 0.02164500209, deltaT = 2.434999943
Iteration 19, 163 moved objects, max delta = 0.02223895027, deltaT = 2.443000078
Iteration 20, 147 moved objects, max delta = 0.02263287197, deltaT = 2.434999943
Iteration 21, 143 moved objects, max delta = 0.01970874235, deltaT = 2.43599987
Iteration 22, 140 moved objects, max delta = 0.01429685302, deltaT = 2.436000109
Iteration 23, 136 moved objects, max delta = 0.01622460264, deltaT = 2.438999891
Iteration 24, 115 moved objects, max delta = 0.0179134035, deltaT = 2.436000109
Iteration 25, 104 moved objects, max delta = 0.01675829982, deltaT = 2.436000109
Iteration 26, 107 moved objects, max delta = 0.0152342402, deltaT = 2.43599987
Iteration 27, 118 moved objects, max delta = 0.01359760536, deltaT = 2.443000078
Iteration 28, 112 moved objects, max delta = 0.01685600456, deltaT = 2.438999891
Iteration 29, 120 moved objects, max delta = 0.01469290725, deltaT = 2.493999958
Iteration 30, 108 moved objects, max delta = 0.0154703624, deltaT = 2.457000017
Iteration 31, 96 moved objects, max delta = 0.01312680894, deltaT = 2.435000181
Iteration 32, 84 moved objects, max delta = 0.009082420849, deltaT = 2.430999994
Iteration 33, 77 moved objects, max delta = 0.007722375716, deltaT = 2.429999828
Iteration 34, 66 moved objects, max delta = 0.008154569589, deltaT = 2.435000181
Iteration 35, 60 moved objects, max delta = 0.007314231938, deltaT = 2.437999964
Iteration 36, 61 moved objects, max delta = 0.006661221635, deltaT = 2.441999912
Iteration 37, 55 moved objects, max delta = 0.00496533338, deltaT = 2.440000057
Iteration 38, 49 moved objects, max delta = 0.004972930163, deltaT = 2.43599987
Iteration 39, 50 moved objects, max delta = 0.004529078515, deltaT = 2.435000181
Iteration 40, 38 moved objects, max delta = 0.004668063532, deltaT = 2.472999811
Iteration 41, 22 moved objects, max delta = 0.003967600596, deltaT = 2.436000109
Iteration 42, 29 moved objects, max delta = 0.002936136288, deltaT = 2.441999912
Iteration 43, 23 moved objects, max delta = 0.004768605166, deltaT = 2.430999994
Iteration 44, 21 moved objects, max delta = 0.001662032496, deltaT = 2.440999985
Iteration 45, 19 moved objects, max delta = 0.001641011677, deltaT = 2.438000202
Iteration 46, 18 moved objects, max delta = 0.001806951046, deltaT = 2.434000015
Iteration 47, 12 moved objects, max delta = 0.0016898084, deltaT = 2.44299984
Iteration 48, 9 moved objects, max delta = 0.001770540738, deltaT = 2.434000015
Iteration 49, 9 moved objects, max delta = 0.001210082303, deltaT = 2.436000109
Iteration 50, 10 moved objects, max delta = 0.001188126304, deltaT = 2.434999943
Iteration 51, 9 moved objects, max delta = 0.001308246795, deltaT = 2.437000036
Iteration 52, 12 moved objects, max delta = 0.001150525717, deltaT = 2.431999922
Iteration 53, 14 moved objects, max delta = 0.00135527273, deltaT = 2.440000057
Iteration 54, 11 moved objects, max delta = 0.001761628722, deltaT = 2.437000036
Iteration 55, 8 moved objects, max delta = 0.001342234819, deltaT = 2.437000036
Iteration 56, 4 moved objects, max delta = 0.0001550307139, deltaT = 2.429999828
Iteration 57, 3 moved objects, max delta = 0.0002138491449, deltaT = 2.470000029
Iteration 58, 3 moved objects, max delta = 0.0002971178396, deltaT = 2.453999996
Iteration 59, 1 moved object, max delta = 3.173376101e-05, deltaT = 2.447000027
Iteration 60, 3 moved objects, max delta = 0.0004937098576, deltaT = 2.437000036
Iteration 61, 2 moved objects, max delta = 0.001106286585, deltaT = 2.476000071
Iteration 62, 3 moved objects, max delta = 0.000488463294, deltaT = 2.467000008
Iteration 63, 2 moved objects, max delta = 0.0005540030194, deltaT = 2.431999922
Iteration 64, 0 moved object, max delta = 0, deltaT = 2.453999996
Total 64 iterations, 27058 moved objects, clustering performed in 156.845 s
Total time with loading: 158.7939999 s
