K-averages clustering of 13000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_3.matrix'
Loading data and computing initial values: 1.016000032 s (all future times given in seconds)
Iteration 1, 10100 moved objects, max delta = 0.02064805801, deltaT = 1.342000008
Iteration 2, 1960 moved objects, max delta = 0.5303030203, deltaT = 1.306999922
Iteration 3, 929 moved objects, max delta = 0.1814190311, deltaT = 1.289000034
Iteration 4, 662 moved objects, max delta = 0.1152572007, deltaT = 1.282000065
Iteration 5, 457 moved objects, max delta = 0.09320510546, deltaT = 1.27699995
Iteration 6, 341 moved objects, max delta = 0.06923454494, deltaT = 1.276000023
Iteration 7, 304 moved objects, max delta = 0.04931730515, deltaT = 1.277999878
Iteration 8, 280 moved objects, max delta = 0.04661384701, deltaT = 1.276000023
Iteration 9, 275 moved objects, max delta = 0.04655420874, deltaT = 1.27699995
Iteration 10, 274 moved objects, max delta = 0.04528023071, deltaT = 1.272000074
Iteration 11, 244 moved objects, max delta = 0.03903989069, deltaT = 1.268000126
Iteration 12, 205 moved objects, max delta = 0.03422177989, deltaT = 1.278999805
Iteration 13, 189 moved objects, max delta = 0.02445820043, deltaT = 1.273000002
Iteration 14, 169 moved objects, max delta = 0.02037778709, deltaT = 1.270000219
Iteration 15, 156 moved objects, max delta = 0.02291143994, deltaT = 1.268999815
Iteration 16, 137 moved objects, max delta = 0.02133478186, deltaT = 1.275000095
Iteration 17, 116 moved objects, max delta = 0.01754794007, deltaT = 1.267999887
Iteration 18, 97 moved objects, max delta = 0.01403800694, deltaT = 1.268000126
Iteration 19, 96 moved objects, max delta = 0.01012539292, deltaT = 1.273999929
Iteration 20, 77 moved objects, max delta = 0.01182762996, deltaT = 1.268000126
Iteration 21, 72 moved objects, max delta = 0.01267449975, deltaT = 1.269999981
Iteration 22, 60 moved objects, max delta = 0.01001521582, deltaT = 1.273999929
Iteration 23, 57 moved objects, max delta = 0.00739127063, deltaT = 1.269000053
Iteration 24, 53 moved objects, max delta = 0.007515591446, deltaT = 1.267999887
Iteration 25, 44 moved objects, max delta = 0.009862378714, deltaT = 1.274000168
Iteration 26, 49 moved objects, max delta = 0.01032435214, deltaT = 1.273000002
Iteration 27, 35 moved objects, max delta = 0.01154184156, deltaT = 1.267999887
Iteration 28, 37 moved objects, max delta = 0.007438850103, deltaT = 1.269999981
Iteration 29, 37 moved objects, max delta = 0.008573248851, deltaT = 1.268000126
Iteration 30, 26 moved objects, max delta = 0.008358006053, deltaT = 1.268999815
Iteration 31, 24 moved objects, max delta = 0.003448889412, deltaT = 1.269999981
Iteration 32, 27 moved objects, max delta = 0.003894197388, deltaT = 1.269999981
Iteration 33, 29 moved objects, max delta = 0.006454948126, deltaT = 1.270000219
Iteration 34, 31 moved objects, max delta = 0.005701442775, deltaT = 1.269999981
Iteration 35, 34 moved objects, max delta = 0.004445751887, deltaT = 1.268999815
Iteration 36, 34 moved objects, max delta = 0.006167931885, deltaT = 1.273000002
Iteration 37, 38 moved objects, max delta = 0.006156550406, deltaT = 1.267000198
Iteration 38, 27 moved objects, max delta = 0.00585994547, deltaT = 1.269999981
Iteration 39, 17 moved objects, max delta = 0.004183265565, deltaT = 1.268999815
Iteration 40, 22 moved objects, max delta = 0.004200582443, deltaT = 1.271000147
Iteration 41, 28 moved objects, max delta = 0.003193857622, deltaT = 1.269999981
Iteration 42, 26 moved objects, max delta = 0.003705307451, deltaT = 1.267999887
Iteration 43, 35 moved objects, max delta = 0.005013267019, deltaT = 1.269000053
Iteration 44, 35 moved objects, max delta = 0.007488118648, deltaT = 1.296999931
Iteration 45, 60 moved objects, max delta = 0.007553170942, deltaT = 1.270000219
Iteration 46, 60 moved objects, max delta = 0.01306609908, deltaT = 1.271999836
Iteration 47, 71 moved objects, max delta = 0.01143355519, deltaT = 1.272000074
Iteration 48, 64 moved objects, max delta = 0.01381213647, deltaT = 1.269000053
Iteration 49, 72 moved objects, max delta = 0.01062807511, deltaT = 1.269999981
Iteration 50, 55 moved objects, max delta = 0.01465784569, deltaT = 1.267999887
Iteration 51, 54 moved objects, max delta = 0.009150810752, deltaT = 1.269999981
Iteration 52, 59 moved objects, max delta = 0.01090231674, deltaT = 1.266000032
Iteration 53, 62 moved objects, max delta = 0.01287680073, deltaT = 1.269999981
Iteration 54, 69 moved objects, max delta = 0.01262052557, deltaT = 1.26699996
Iteration 55, 66 moved objects, max delta = 0.01229720783, deltaT = 1.268000126
Iteration 56, 67 moved objects, max delta = 0.01174398068, deltaT = 1.29399991
Iteration 57, 72 moved objects, max delta = 0.01351000135, deltaT = 1.272000074
Iteration 58, 79 moved objects, max delta = 0.01707964948, deltaT = 1.266000032
Iteration 59, 66 moved objects, max delta = 0.0190264089, deltaT = 1.26699996
Iteration 60, 81 moved objects, max delta = 0.01355530905, deltaT = 1.266000032
Iteration 61, 82 moved objects, max delta = 0.01687191142, deltaT = 1.26699996
Iteration 62, 92 moved objects, max delta = 0.01592369433, deltaT = 1.286999941
Iteration 63, 92 moved objects, max delta = 0.01724481575, deltaT = 1.327000141
Iteration 64, 105 moved objects, max delta = 0.01892473883, deltaT = 1.276000023
Iteration 65, 111 moved objects, max delta = 0.01964448279, deltaT = 1.267999887
Iteration 66, 112 moved objects, max delta = 0.02102636153, deltaT = 1.268000126
Iteration 67, 103 moved objects, max delta = 0.02045748439, deltaT = 1.270999908
Iteration 68, 104 moved objects, max delta = 0.01894218026, deltaT = 1.299999952
Iteration 69, 109 moved objects, max delta = 0.01797804156, deltaT = 1.286000013
Iteration 70, 108 moved objects, max delta = 0.02341253387, deltaT = 1.285000086
Iteration 71, 116 moved objects, max delta = 0.01814690081, deltaT = 1.278999805
Iteration 72, 100 moved objects, max delta = 0.02101710221, deltaT = 1.270000219
Iteration 73, 119 moved objects, max delta = 0.01950167574, deltaT = 1.27699995
Iteration 74, 113 moved objects, max delta = 0.02418998947, deltaT = 1.307999849
Iteration 75, 94 moved objects, max delta = 0.02195361806, deltaT = 1.277000189
Iteration 76, 102 moved objects, max delta = 0.01550903392, deltaT = 1.267999887
Iteration 77, 95 moved objects, max delta = 0.01586247237, deltaT = 1.269999981
Iteration 78, 77 moved objects, max delta = 0.01362802363, deltaT = 1.26699996
Iteration 79, 72 moved objects, max delta = 0.0114285913, deltaT = 1.273000002
Iteration 80, 68 moved objects, max delta = 0.01396655294, deltaT = 1.269999981
Iteration 81, 73 moved objects, max delta = 0.01010021965, deltaT = 1.269000053
Iteration 82, 59 moved objects, max delta = 0.01061147958, deltaT = 1.276000023
Iteration 83, 47 moved objects, max delta = 0.007732539131, deltaT = 1.26699996
Iteration 84, 44 moved objects, max delta = 0.008635507277, deltaT = 1.269999981
Iteration 85, 49 moved objects, max delta = 0.007895955486, deltaT = 1.268000126
Iteration 86, 37 moved objects, max delta = 0.008800489296, deltaT = 1.269999981
Iteration 87, 28 moved objects, max delta = 0.005111187455, deltaT = 1.269999981
Iteration 88, 34 moved objects, max delta = 0.006235497002, deltaT = 1.273000002
Iteration 89, 25 moved objects, max delta = 0.00580707569, deltaT = 1.269000053
Iteration 90, 16 moved objects, max delta = 0.005124564889, deltaT = 1.269000053
Iteration 91, 14 moved objects, max delta = 0.002452813413, deltaT = 1.267999887
Iteration 92, 9 moved objects, max delta = 0.002212386608, deltaT = 1.269999981
Iteration 93, 8 moved objects, max delta = 0.001266180233, deltaT = 1.275000095
Iteration 94, 11 moved objects, max delta = 0.001747954376, deltaT = 1.275000095
Iteration 95, 8 moved objects, max delta = 0.003884035076, deltaT = 1.268999815
Iteration 96, 6 moved objects, max delta = 0.0004679446826, deltaT = 1.273000002
Iteration 97, 6 moved objects, max delta = 0.0008582865156, deltaT = 1.269999981
Iteration 98, 5 moved objects, max delta = 0.000921628695, deltaT = 1.271000147
Iteration 99, 4 moved objects, max delta = 0.001072525651, deltaT = 1.269999981
Iteration 100, 4 moved objects, max delta = 0.0008764429351, deltaT = 1.26699996
Iteration 101, 7 moved objects, max delta = 0.001511601069, deltaT = 1.270999908
Iteration 102, 6 moved objects, max delta = 0.001403231595, deltaT = 1.273000002
Iteration 103, 4 moved objects, max delta = 0.001795375403, deltaT = 1.272000074
Iteration 104, 5 moved objects, max delta = 0.001048392197, deltaT = 1.271000147
Iteration 105, 6 moved objects, max delta = 0.001365218941, deltaT = 1.269999981
Iteration 106, 13 moved objects, max delta = 0.002101953997, deltaT = 1.269999981
Iteration 107, 15 moved objects, max delta = 0.002995107373, deltaT = 1.268999815
Iteration 108, 12 moved objects, max delta = 0.004015735995, deltaT = 1.277000189
Iteration 109, 11 moved objects, max delta = 0.003506860003, deltaT = 1.264999866
Iteration 110, 17 moved objects, max delta = 0.002812860464, deltaT = 1.268000126
Iteration 111, 15 moved objects, max delta = 0.002963166359, deltaT = 1.289000034
Iteration 112, 16 moved objects, max delta = 0.002909337297, deltaT = 1.296000004
Iteration 113, 21 moved objects, max delta = 0.003643580432, deltaT = 1.26699996
Iteration 114, 27 moved objects, max delta = 0.005455531362, deltaT = 1.26699996
Iteration 115, 28 moved objects, max delta = 0.006038326874, deltaT = 1.270999908
Iteration 116, 40 moved objects, max delta = 0.006658043098, deltaT = 1.26699996
Iteration 117, 26 moved objects, max delta = 0.007137563315, deltaT = 1.267000198
