K-averages clustering of 14000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_4.matrix'
Loading data and computing initial values: 1.178000212 s (all future times given in seconds)
Iteration 1, 10835 moved objects, max delta = 0.02669969741, deltaT = 1.598999977
Iteration 2, 1772 moved objects, max delta = 0.3393091492, deltaT = 1.546999931
Iteration 3, 870 moved objects, max delta = 0.1607018596, deltaT = 1.553999901
Iteration 4, 686 moved objects, max delta = 0.1084410753, deltaT = 1.569000006
Iteration 5, 529 moved objects, max delta = 0.1100900915, deltaT = 1.516000032
Iteration 6, 408 moved objects, max delta = 0.08441513059, deltaT = 1.493000031
Iteration 7, 375 moved objects, max delta = 0.08071807178, deltaT = 1.485000134
Iteration 8, 339 moved objects, max delta = 0.08047700183, deltaT = 1.481999874
Iteration 9, 321 moved objects, max delta = 0.0730091839, deltaT = 1.495000124
Iteration 10, 311 moved objects, max delta = 0.05850782583, deltaT = 1.5
Iteration 11, 317 moved objects, max delta = 0.06377636564, deltaT = 1.519999981
Iteration 12, 303 moved objects, max delta = 0.06330245652, deltaT = 1.514999866
Iteration 13, 287 moved objects, max delta = 0.0657700296, deltaT = 1.532000065
Iteration 14, 269 moved objects, max delta = 0.05117246139, deltaT = 1.474999905
Iteration 15, 247 moved objects, max delta = 0.04985404154, deltaT = 1.504000187
Iteration 16, 205 moved objects, max delta = 0.04501447185, deltaT = 1.483999968
Iteration 17, 212 moved objects, max delta = 0.03601900726, deltaT = 1.482999802
Iteration 18, 145 moved objects, max delta = 0.03637698735, deltaT = 1.474000216
Iteration 19, 143 moved objects, max delta = 0.02891164006, deltaT = 1.477999926
Iteration 20, 109 moved objects, max delta = 0.02283032286, deltaT = 1.486999989
Iteration 21, 91 moved objects, max delta = 0.01623406862, deltaT = 1.471999884
Iteration 22, 65 moved objects, max delta = 0.0133627332, deltaT = 1.482000113
Iteration 23, 46 moved objects, max delta = 0.01118961187, deltaT = 1.476999998
Iteration 24, 35 moved objects, max delta = 0.009233005957, deltaT = 1.477999926
Iteration 25, 19 moved objects, max delta = 0.00598049085, deltaT = 1.47300005
Iteration 26, 11 moved objects, max delta = 0.002601274093, deltaT = 1.47300005
Iteration 27, 7 moved objects, max delta = 0.001303875268, deltaT = 1.480000019
Iteration 28, 6 moved objects, max delta = 0.0008603157207, deltaT = 1.471999884
Iteration 29, 7 moved objects, max delta = 0.001025366225, deltaT = 1.476000071
Iteration 30, 7 moved objects, max delta = 0.001395152849, deltaT = 1.47300005
Iteration 31, 7 moved objects, max delta = 0.0007915695466, deltaT = 1.470000029
Iteration 32, 7 moved objects, max delta = 0.001266261065, deltaT = 1.483999968
Iteration 33, 5 moved objects, max delta = 0.0008552166912, deltaT = 1.480999947
Iteration 34, 4 moved objects, max delta = 0.0004788338772, deltaT = 1.472000122
Iteration 35, 9 moved objects, max delta = 0.001376772036, deltaT = 1.475999832
Iteration 36, 2 moved objects, max delta = 0.001037334841, deltaT = 1.473999977
Iteration 37, 4 moved objects, max delta = 0.000535646775, deltaT = 1.476000071
Iteration 38, 4 moved objects, max delta = 0.001427209777, deltaT = 1.470999956
Iteration 39, 4 moved objects, max delta = 0.0005055185949, deltaT = 1.47300005
Iteration 40, 6 moved objects, max delta = 0.0006344114082, deltaT = 1.476999998
Iteration 41, 7 moved objects, max delta = 0.001864762441, deltaT = 1.477999926
Iteration 42, 4 moved objects, max delta = 0.002731591087, deltaT = 1.476999998
Iteration 43, 6 moved objects, max delta = 0.001087825719, deltaT = 1.480000019
Iteration 44, 9 moved objects, max delta = 0.002435443029, deltaT = 1.470999956
Iteration 45, 13 moved objects, max delta = 0.002167654788, deltaT = 1.47300005
Iteration 46, 11 moved objects, max delta = 0.003090492691, deltaT = 1.5
Iteration 47, 6 moved objects, max delta = 0.002065631589, deltaT = 1.536000013
Iteration 48, 3 moved objects, max delta = 0.0005379438752, deltaT = 1.53399992
Iteration 49, 3 moved objects, max delta = 0.0003400076924, deltaT = 1.49000001
Iteration 50, 2 moved objects, max delta = 0.0005331657304, deltaT = 1.523999929
Iteration 51, 3 moved objects, max delta = 0.0004050026741, deltaT = 1.53399992
Iteration 52, 3 moved objects, max delta = 0.0002170238474, deltaT = 1.469000101
Iteration 53, 1 moved object, max delta = 6.104210116e-05, deltaT = 1.473999977
Iteration 54, 0 moved object, max delta = 0, deltaT = 1.474999905
Total 54 iterations, 19100 moved objects, clustering performed in 80.61799979 s
Total time with loading: 81.796 s
