K-averages clustering of 18000 objects into 5 classes, similarity matrix in '/data/simple/testSwap_8.matrix', metrics: object normalized
Loading data and computing initial values: 2.282999992 s (all future times given in seconds)
Iteration 1, 14284 moved objects, max delta = 0.8881239439, deltaT = 5.269000053
Iteration 2, 2311 moved objects, max delta = 0.6229466442, deltaT = 0.8450000286
Iteration 3, 849 moved objects, max delta = 0.3389578493, deltaT = 0.3099999428
Iteration 4, 579 moved objects, max delta = 0.1568214608, deltaT = 0.2139999866
Iteration 5, 491 moved objects, max delta = 0.1157137595, deltaT = 0.1800000668
Iteration 6, 400 moved objects, max delta = 0.09796942929, deltaT = 0.1480000019
Iteration 7, 341 moved objects, max delta = 0.08482747103, deltaT = 0.125
Iteration 8, 267 moved objects, max delta = 0.06808135038, deltaT = 0.09899997711
Iteration 9, 238 moved objects, max delta = 0.05436149419, deltaT = 0.08899998665
Iteration 10, 161 moved objects, max delta = 0.04257795574, deltaT = 0.0609998703
Iteration 11, 91 moved objects, max delta = 0.01902789908, deltaT = 0.03600001335
Iteration 12, 96 moved objects, max delta = 0.01670156825, deltaT = 0.03600001335
Iteration 13, 69 moved objects, max delta = 0.01459566678, deltaT = 0.02600002289
Iteration 14, 40 moved objects, max delta = 0.01297355509, deltaT = 0.01600003242
Iteration 15, 16 moved objects, max delta = 0.01068695004, deltaT = 0.006999969482
Iteration 16, 13 moved objects, max delta = 0.004044965898, deltaT = 0.006000041962
Iteration 17, 10 moved objects, max delta = 0.002811086274, deltaT = 0.004999876022
Iteration 18, 12 moved objects, max delta = 0.004236384489, deltaT = 0.006000041962
Iteration 19, 7 moved objects, max delta = 0.002667032857, deltaT = 0.003999948502
Iteration 20, 14 moved objects, max delta = 0.00624242006, deltaT = 0.006000041962
Iteration 21, 19 moved objects, max delta = 0.008138308358, deltaT = 0.008000135422
Iteration 22, 11 moved objects, max delta = 0.001750766358, deltaT = 0.004999876022
Iteration 23, 16 moved objects, max delta = 0.00380903305, deltaT = 0.006999969482
Iteration 24, 26 moved objects, max delta = 0.004657849841, deltaT = 0.0110001564
Iteration 25, 27 moved objects, max delta = 0.0078637227, deltaT = 0.01099991798
Iteration 26, 15 moved objects, max delta = 0.004881651613, deltaT = 0.006999969482
Iteration 27, 4 moved objects, max delta = 0.001043461046, deltaT = 0.00200009346
Iteration 28, 3 moved objects, max delta = 0.002543974561, deltaT = 0.003000020981
Iteration 29, 0 moved object, max delta = 0, deltaT = 0.0009999275208
Total 29 iterations, 20410 moved objects, clustering performed in 7.542999983 s
Total time with loading: 9.825999975 s
