19000, 5, /data/simple/testSwap_9.matrix, object normalized
2.499000072
0, 15068, 0.8948909287, 5.852999926
1, 2696, 0.7157481213, 1.049999952
2, 934, 0.2772163741, 0.362000227
3, 591, 0.1253782629, 0.2269999981
4, 413, 0.08589689046, 0.1599998474
5, 298, 0.05056512869, 0.1159999371
6, 200, 0.03288570746, 0.07800006866
7, 144, 0.02160319489, 0.05599999428
8, 103, 0.01586421935, 0.04100012779
9, 83, 0.01791970662, 0.03299999237
10, 93, 0.01857468537, 0.03600001335
11, 84, 0.01794651701, 0.03500008583
12, 102, 0.01963721235, 0.03999996185
13, 60, 0.02117752903, 0.02399992943
14, 46, 0.008434848961, 0.01900005341
15, 37, 0.008706240592, 0.01600003242
16, 46, 0.008874862848, 0.01899981499
17, 57, 0.01311578019, 0.02300000191
18, 60, 0.01068303267, 0.02500009537
19, 59, 0.01487125318, 0.02399992943
20, 66, 0.01088901782, 0.02600002289
21, 32, 0.0122705273, 0.01399993896
22, 32, 0.006040650891, 0.01400017738
23, 39, 0.00509179493, 0.01600003242
24, 38, 0.008566021987, 0.01599979401
25, 33, 0.005111916144, 0.01400017738
26, 32, 0.005341514572, 0.01300001144
27, 38, 0.006566229176, 0.01600003242
28, 32, 0.004628818237, 0.01399993896
29, 7, 0.006381708602, 0.003999948502
30, 11, 0.003426315405, 0.005000114441
31, 9, 0.00139526286, 0.004999876022
32, 3, 0.001441973107, 0.003000020981
33, 1, 0.0005683972678, 0.0009999275208
34, 0, 0, 0.00200009346
35, 21547, 8.401000023
10.9000001
