K-averages clustering of 15000 objects into 5 classes, similarity matrix in '/data/simple/testSwap_5.matrix', metrics: object normalized
Loading data and computing initial values: 168.944 s (all future times given in seconds)
Iteration 1, 11907 moved objects, max delta = 0.9372742045, deltaT = 20.60599995
Iteration 2, 2113 moved objects, max delta = 0.6800189944, deltaT = 1.149000168
Iteration 3, 777 moved objects, max delta = 0.2678617632, deltaT = 0.3929998875
Iteration 4, 680 moved objects, max delta = 0.2026265617, deltaT = 0.2750000954
Iteration 5, 631 moved objects, max delta = 0.1605570027, deltaT = 0.2590000629
Iteration 6, 624 moved objects, max delta = 0.124379211, deltaT = 0.2889997959
Iteration 7, 598 moved objects, max delta = 0.1029784946, deltaT = 0.2599999905
Iteration 8, 477 moved objects, max delta = 0.09060603587, deltaT = 0.2110002041
Iteration 9, 396 moved objects, max delta = 0.0775790036, deltaT = 0.1970000267
Iteration 10, 295 moved objects, max delta = 0.08780430424, deltaT = 0.1169998646
Iteration 11, 183 moved objects, max delta = 0.05400485096, deltaT = 0.08200001717
Iteration 12, 151 moved objects, max delta = 0.03641047266, deltaT = 0.06200003624
Iteration 13, 132 moved objects, max delta = 0.03749272703, deltaT = 0.08999991417
Iteration 14, 98 moved objects, max delta = 0.02081431148, deltaT = 0.1370000839
Iteration 15, 95 moved objects, max delta = 0.02421581423, deltaT = 0.06200003624
Iteration 16, 68 moved objects, max delta = 0.02106300329, deltaT = 0.04499983788
Iteration 17, 31 moved objects, max delta = 0.01195262791, deltaT = 0.0110001564
Iteration 18, 44 moved objects, max delta = 0.008108739699, deltaT = 0.03099989891
Iteration 19, 21 moved objects, max delta = 0.008403508716, deltaT = 0.008000135422
Iteration 20, 10 moved objects, max delta = 0.0051865287, deltaT = 0.003999948502
Iteration 21, 6 moved objects, max delta = 0.003591558666, deltaT = 0.003000020981
Iteration 22, 6 moved objects, max delta = 0.0009092010962, deltaT = 0.0119998455
Iteration 23, 0 moved object, max delta = 0, deltaT = 0.001000165939
Total 23 iterations, 19343 moved objects, clustering performed in 24.30400014 s
Total time with loading: 193.2480001 s
