K-averages clustering of 11000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_1.matrix'
Loading data and computing initial values: 5.470000029 s (all future times given in seconds)
Iteration 1, 8477 moved objects, max delta = 0.02105898677, deltaT = 0.9750001431
Iteration 2, 1883 moved objects, max delta = 0.2391869229, deltaT = 0.9299998283
Iteration 3, 1302 moved objects, max delta = 0.2854820213, deltaT = 0.9190001488
Iteration 4, 751 moved objects, max delta = 0.1583605301, deltaT = 0.9110000134
Iteration 5, 526 moved objects, max delta = 0.1192604203, deltaT = 0.9089999199
Iteration 6, 445 moved objects, max delta = 0.07364634688, deltaT = 0.9070000648
Iteration 7, 369 moved objects, max delta = 0.08121140809, deltaT = 0.9059998989
Iteration 8, 315 moved objects, max delta = 0.07126552091, deltaT = 0.9079999924
Iteration 9, 269 moved objects, max delta = 0.07473932446, deltaT = 0.9070000648
Iteration 10, 231 moved objects, max delta = 0.08200699741, deltaT = 0.9100000858
Iteration 11, 227 moved objects, max delta = 0.07818112898, deltaT = 0.9079999924
Iteration 12, 207 moved objects, max delta = 0.0780947303, deltaT = 0.9089999199
Iteration 13, 204 moved objects, max delta = 0.07719451856, deltaT = 0.9089999199
Iteration 14, 196 moved objects, max delta = 0.07778578192, deltaT = 0.9110000134
Iteration 15, 188 moved objects, max delta = 0.06361614124, deltaT = 0.9100000858
Iteration 16, 162 moved objects, max delta = 0.05616406417, deltaT = 0.9099998474
Iteration 17, 154 moved objects, max delta = 0.04246224507, deltaT = 0.9100000858
Iteration 18, 124 moved objects, max delta = 0.03147349249, deltaT = 0.9089999199
Iteration 19, 127 moved objects, max delta = 0.02573493775, deltaT = 0.9090001583
Iteration 20, 114 moved objects, max delta = 0.02299636329, deltaT = 0.9099998474
Iteration 21, 95 moved objects, max delta = 0.02300150301, deltaT = 0.9110000134
Iteration 22, 90 moved objects, max delta = 0.01733450696, deltaT = 0.9079999924
Iteration 23, 72 moved objects, max delta = 0.01848621938, deltaT = 0.9100000858
Iteration 24, 58 moved objects, max delta = 0.01207161085, deltaT = 0.9089999199
Iteration 25, 61 moved objects, max delta = 0.008840276976, deltaT = 0.9279999733
Iteration 26, 57 moved objects, max delta = 0.0082758728, deltaT = 0.9570000172
Iteration 27, 58 moved objects, max delta = 0.01131794064, deltaT = 0.9430000782
Iteration 28, 48 moved objects, max delta = 0.01002710395, deltaT = 0.9449999332
Iteration 29, 35 moved objects, max delta = 0.006762547296, deltaT = 0.9580001831
Iteration 30, 31 moved objects, max delta = 0.006383231176, deltaT = 0.9559998512
Iteration 31, 31 moved objects, max delta = 0.004756384282, deltaT = 0.9570000172
Iteration 32, 26 moved objects, max delta = 0.006109809674, deltaT = 0.9570000172
Iteration 33, 25 moved objects, max delta = 0.003820662113, deltaT = 0.9570000172
Iteration 34, 27 moved objects, max delta = 0.004275428304, deltaT = 0.9549999237
Iteration 35, 25 moved objects, max delta = 0.006067019891, deltaT = 0.9420001507
Iteration 36, 18 moved objects, max delta = 0.006295147128, deltaT = 0.9559998512
Iteration 37, 24 moved objects, max delta = 0.005402657972, deltaT = 0.9560000896
Iteration 38, 27 moved objects, max delta = 0.007896328461, deltaT = 0.9560000896
Iteration 39, 27 moved objects, max delta = 0.009984171934, deltaT = 0.9559998512
Iteration 40, 16 moved objects, max delta = 0.008435598321, deltaT = 0.9560000896
