15000, 5, /data/simple/testSwap_5.matrix, object normalized
1.592999935
0, 11855, 0.9344727195, 3.733999968
1, 1116, 0.5343738355, 0.3400001526
2, 437, 0.1439435598, 0.1340000629
3, 470, 0.1207971708, 0.1429998875
4, 483, 0.1314479013, 0.1500000954
5, 445, 0.140934994, 0.1369998455
6, 413, 0.14356386, 0.1260001659
7, 313, 0.131085827, 0.09599995613
8, 323, 0.09345255868, 0.09999990463
9, 221, 0.08301482559, 0.0680000782
10, 142, 0.03270110151, 0.04499983788
11, 122, 0.03109290621, 0.03700017929
12, 97, 0.02662374491, 0.03099989891
13, 89, 0.02262074014, 0.02800011635
14, 70, 0.02252722817, 0.02300000191
15, 40, 0.0112893718, 0.01300001144
16, 31, 0.006973743359, 0.009999990463
17, 32, 0.008426546865, 0.01099991798
18, 17, 0.005116635503, 0.006999969482
19, 10, 0.00511131136, 0.003999948502
20, 5, 0.002019197989, 0.00200009346
21, 4, 0.003870207338, 0.00200009346
22, 3, 0.001126039683, 0.001999855042
23, 2, 0.0003680004809, 0.00200009346
24, 0, 0, 0.0009999275208
25, 16740, 5.246000051
6.838999987
