11000, 5, /data/simple/testSwap_1.matrix, object normalized
5.659000158
0, 8682, 0.9676783626, 2.028999805
1, 1313, 0.7631066908, 0.3080000877
2, 436, 0.1942994798, 0.1019999981
3, 284, 0.1431440828, 0.06699991226
4, 248, 0.08578505258, 0.05900001526
5, 193, 0.07842481581, 0.04600000381
6, 143, 0.05982354409, 0.03400015831
7, 110, 0.03713777159, 0.02699995041
8, 79, 0.02964907246, 0.01900005341
9, 49, 0.01494662265, 0.0119998455
10, 42, 0.01278464829, 0.0110001564
11, 49, 0.01393837854, 0.0119998455
12, 31, 0.01771108899, 0.008000135422
13, 15, 0.008482665256, 0.003999948502
14, 10, 0.004964235867, 0.003000020981
15, 9, 0.006032321142, 0.003000020981
16, 2, 0.002282345239, 0.001999855042
17, 6, 0.001678754037, 0.00200009346
18, 1, 0.0001854165768, 0.0009999275208
19, 0, 0, 0.001000165939
20, 11702, 2.75
8.409000158
