11000, 5, /data/simple/testSwap_1.matrix, object normalized
4.977999926
0, 8696, 1.006679414, 1.936000109
1, 735, 0.8435814568, 0.1640000343
2, 290, 0.148802766, 0.0649998188
3, 182, 0.07719466157, 0.04200005531
4, 132, 0.05413423067, 0.02999997139
5, 105, 0.04195879151, 0.02400016785
6, 103, 0.04618529375, 0.02399992943
7, 88, 0.03260142007, 0.02099990845
8, 66, 0.03340675029, 0.0150001049
9, 52, 0.03162186944, 0.01200008392
10, 53, 0.01755302159, 0.01299977303
11, 53, 0.02830941632, 0.01200008392
12, 42, 0.02313651586, 0.009999990463
13, 28, 0.01441060121, 0.006999969482
14, 31, 0.01231962753, 0.008000135422
15, 32, 0.0173456292, 0.007999897003
16, 16, 0.01735752004, 0.003999948502
17, 6, 0.003226572285, 0.00200009346
18, 4, 0.001491100989, 0.00200009346
19, 0, 0, 0.0009999275208
20, 10714, 2.400000095
7.378000021
