K-averages clustering of 13000 objects into 5 classes, similarity matrix in '/data/simple/testSwap_3.matrix', metrics: object normalized
Loading data and computing initial values: 7.947999954 s (all future times given in seconds)
Iteration 1, 10272 moved objects, max delta = 0.8935136382, deltaT = 2.732000113
Iteration 2, 890 moved objects, max delta = 0.9093076699, deltaT = 0.236000061
Iteration 3, 412 moved objects, max delta = 0.152271667, deltaT = 0.1089999676
Iteration 4, 267 moved objects, max delta = 0.09335923759, deltaT = 0.07099986076
Iteration 5, 217 moved objects, max delta = 0.0511551331, deltaT = 0.05800008774
Iteration 6, 193 moved objects, max delta = 0.07427603809, deltaT = 0.05200004578
Iteration 7, 179 moved objects, max delta = 0.0846271547, deltaT = 0.04799985886
Iteration 8, 162 moved objects, max delta = 0.07579983028, deltaT = 0.04400014877
Iteration 9, 188 moved objects, max delta = 0.08658258042, deltaT = 0.05099987984
Iteration 10, 155 moved objects, max delta = 0.0854898833, deltaT = 0.04200005531
Iteration 11, 161 moved objects, max delta = 0.0675454374, deltaT = 0.04299998283
Iteration 12, 179 moved objects, max delta = 0.07246158972, deltaT = 0.04800009727
Iteration 13, 146 moved objects, max delta = 0.04625415996, deltaT = 0.03899979591
Iteration 14, 142 moved objects, max delta = 0.03498416949, deltaT = 0.03800010681
Iteration 15, 112 moved objects, max delta = 0.02627132507, deltaT = 0.02999997139
Iteration 16, 49 moved objects, max delta = 0.01967573852, deltaT = 0.01399993896
Iteration 17, 40 moved objects, max delta = 0.01113061504, deltaT = 0.0110001564
Iteration 18, 39 moved objects, max delta = 0.01065797323, deltaT = 0.0119998455
Iteration 19, 67 moved objects, max delta = 0.01897941034, deltaT = 0.01800012589
Iteration 20, 72 moved objects, max delta = 0.02637717792, deltaT = 0.01999998093
Iteration 21, 99 moved objects, max delta = 0.02895700568, deltaT = 0.02699995041
Iteration 22, 111 moved objects, max delta = 0.02861728659, deltaT = 0.02999997139
Iteration 23, 86 moved objects, max delta = 0.02735875105, deltaT = 0.02400016785
Iteration 24, 102 moved objects, max delta = 0.01831450418, deltaT = 0.02699995041
Iteration 25, 94 moved objects, max delta = 0.02149186307, deltaT = 0.02600002289
Iteration 26, 122 moved objects, max delta = 0.02522153657, deltaT = 0.03299999237
Iteration 27, 113 moved objects, max delta = 0.02404953911, deltaT = 0.03099989891
Iteration 28, 121 moved objects, max delta = 0.03539946541, deltaT = 0.03200006485
Iteration 29, 145 moved objects, max delta = 0.04485796166, deltaT = 0.03900003433
Iteration 30, 154 moved objects, max delta = 0.04233859097, deltaT = 0.04099988937
Iteration 31, 164 moved objects, max delta = 0.04993978165, deltaT = 0.04500007629
Iteration 32, 175 moved objects, max delta = 0.0488270598, deltaT = 0.04600000381
Iteration 33, 194 moved objects, max delta = 0.04930924487, deltaT = 0.05200004578
Iteration 34, 173 moved objects, max delta = 0.06212253029, deltaT = 0.04699993134
Iteration 35, 184 moved objects, max delta = 0.05982281749, deltaT = 0.0490000248
Iteration 36, 169 moved objects, max delta = 0.05762284362, deltaT = 0.04499983788
Iteration 37, 159 moved objects, max delta = 0.04794142794, deltaT = 0.04300022125
Iteration 38, 158 moved objects, max delta = 0.04979675017, deltaT = 0.04199981689
Iteration 39, 174 moved objects, max delta = 0.05777069383, deltaT = 0.04800009727
Iteration 40, 154 moved objects, max delta = 0.06131609392, deltaT = 0.04200005531
Iteration 41, 156 moved objects, max delta = 0.05378225928, deltaT = 0.04299998283
Iteration 42, 165 moved objects, max delta = 0.05075569175, deltaT = 0.04499983788
Iteration 43, 157 moved objects, max delta = 0.04910874583, deltaT = 0.04300022125
