K-averages clustering of 11000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_1.matrix'
Loading data and computing initial values: 0.7330000401 s (all future times given in seconds)
Iteration 1, 8446 moved objects, max delta = 0.02134796692, deltaT = 0.9460000992
Iteration 2, 1706 moved objects, max delta = 0.4163184261, deltaT = 0.9289999008
Iteration 3, 678 moved objects, max delta = 0.2180456623, deltaT = 0.9210000038
Iteration 4, 373 moved objects, max delta = 0.09920719491, deltaT = 0.9110000134
Iteration 5, 243 moved objects, max delta = 0.0586794059, deltaT = 0.9159998894
Iteration 6, 188 moved objects, max delta = 0.0335192189, deltaT = 0.9130001068
Iteration 7, 173 moved objects, max delta = 0.02944560368, deltaT = 0.9100000858
Iteration 8, 168 moved objects, max delta = 0.03359370681, deltaT = 0.9099998474
Iteration 9, 178 moved objects, max delta = 0.03661046232, deltaT = 0.9119999409
Iteration 10, 159 moved objects, max delta = 0.0504669776, deltaT = 0.9150002003
Iteration 11, 168 moved objects, max delta = 0.03515403444, deltaT = 0.9119999409
Iteration 12, 176 moved objects, max delta = 0.03452714645, deltaT = 0.9440000057
Iteration 13, 158 moved objects, max delta = 0.03455137721, deltaT = 0.9279999733
Iteration 14, 137 moved objects, max delta = 0.03023272472, deltaT = 0.9140000343
Iteration 15, 145 moved objects, max delta = 0.02429982417, deltaT = 0.9119999409
Iteration 16, 147 moved objects, max delta = 0.02971923444, deltaT = 0.9189999104
Iteration 17, 143 moved objects, max delta = 0.03487988878, deltaT = 0.9100000858
Iteration 18, 148 moved objects, max delta = 0.03449939751, deltaT = 0.9170000553
Iteration 19, 158 moved objects, max delta = 0.03693371571, deltaT = 0.9110000134
Iteration 20, 150 moved objects, max delta = 0.03837032211, deltaT = 0.9079999924
Iteration 21, 151 moved objects, max delta = 0.02962202282, deltaT = 0.9079999924
Iteration 22, 115 moved objects, max delta = 0.02603041399, deltaT = 0.9149999619
Iteration 23, 93 moved objects, max delta = 0.01630790356, deltaT = 0.9100000858
Iteration 24, 75 moved objects, max delta = 0.01185637233, deltaT = 0.9079999924
Iteration 25, 73 moved objects, max delta = 0.01051380614, deltaT = 0.9140000343
Iteration 26, 83 moved objects, max delta = 0.01496857352, deltaT = 0.9079999924
Iteration 27, 74 moved objects, max delta = 0.01542468381, deltaT = 0.9079999924
Iteration 28, 64 moved objects, max delta = 0.01279856939, deltaT = 0.9159998894
Iteration 29, 54 moved objects, max delta = 0.0114971298, deltaT = 0.9160001278
Iteration 30, 64 moved objects, max delta = 0.009653367945, deltaT = 0.9079999924
Iteration 31, 62 moved objects, max delta = 0.01056015446, deltaT = 0.9119999409
Iteration 32, 68 moved objects, max delta = 0.008522060691, deltaT = 0.9089999199
Iteration 33, 65 moved objects, max delta = 0.01101482315, deltaT = 0.9100000858
Iteration 34, 66 moved objects, max delta = 0.01040097216, deltaT = 0.9099998474
Iteration 35, 69 moved objects, max delta = 0.00955469966, deltaT = 0.9090001583
Iteration 36, 47 moved objects, max delta = 0.014501594, deltaT = 0.9099998474
Iteration 37, 46 moved objects, max delta = 0.00677617286, deltaT = 0.9100000858
Iteration 38, 47 moved objects, max delta = 0.006081320462, deltaT = 0.9079999924
Iteration 39, 50 moved objects, max delta = 0.009772762322, deltaT = 0.9070000648
Iteration 40, 47 moved objects, max delta = 0.008413548733, deltaT = 0.9379999638
Iteration 41, 49 moved objects, max delta = 0.007090971195, deltaT = 0.9319999218
Iteration 42, 56 moved objects, max delta = 0.007023500773, deltaT = 0.9120001793
Iteration 43, 48 moved objects, max delta = 0.01008656281, deltaT = 0.9109997749
Iteration 44, 40 moved objects, max delta = 0.007859526522, deltaT = 0.9100000858
