K-averages clustering of 10000 objects into 5 classes, kernel matrix in '/data/simple/testSwap_0.matrix'
Loading data and computing initial values: 0.621999979 s (all future times given in seconds)
Iteration 1, 7713 moved objects, max delta = 0.02500469375, deltaT = 0.8259999752
Iteration 2, 1387 moved objects, max delta = 0.3029532772, deltaT = 0.7809998989
Iteration 3, 882 moved objects, max delta = 0.2004645977, deltaT = 0.7650001049
Iteration 4, 437 moved objects, max delta = 0.09509963469, deltaT = 0.7569999695
Iteration 5, 370 moved objects, max delta = 0.08177276566, deltaT = 0.753000021
Iteration 6, 354 moved objects, max delta = 0.09923290181, deltaT = 0.7569999695
Iteration 7, 397 moved objects, max delta = 0.07611906976, deltaT = 0.75
Iteration 8, 406 moved objects, max delta = 0.1090948457, deltaT = 0.7520000935
Iteration 9, 379 moved objects, max delta = 0.1223550331, deltaT = 0.7559998035
Iteration 10, 336 moved objects, max delta = 0.10565304, deltaT = 0.753000021
Iteration 11, 263 moved objects, max delta = 0.07744687494, deltaT = 0.75
Iteration 12, 217 moved objects, max delta = 0.05298499976, deltaT = 0.7550001144
Iteration 13, 173 moved objects, max delta = 0.04663355345, deltaT = 0.753000021
Iteration 14, 131 moved objects, max delta = 0.03303359724, deltaT = 0.753000021
Iteration 15, 100 moved objects, max delta = 0.02275072964, deltaT = 0.7509999275
Iteration 16, 85 moved objects, max delta = 0.02118176865, deltaT = 0.751999855
Iteration 17, 84 moved objects, max delta = 0.02192790834, deltaT = 0.7540001869
Iteration 18, 69 moved objects, max delta = 0.01896219421, deltaT = 0.7539999485
Iteration 19, 59 moved objects, max delta = 0.01541486672, deltaT = 0.75
Iteration 20, 70 moved objects, max delta = 0.0166114048, deltaT = 0.7490000725
Iteration 21, 82 moved objects, max delta = 0.01673439837, deltaT = 0.7509999275
Iteration 22, 77 moved objects, max delta = 0.01875647325, deltaT = 0.753000021
Iteration 23, 72 moved objects, max delta = 0.02180871067, deltaT = 0.7820000648
Iteration 24, 60 moved objects, max delta = 0.01619850176, deltaT = 0.7860000134
Iteration 25, 63 moved objects, max delta = 0.01310720163, deltaT = 0.760999918
Iteration 26, 70 moved objects, max delta = 0.01208241046, deltaT = 0.7749998569
Iteration 27, 65 moved objects, max delta = 0.01463488468, deltaT = 0.7860000134
Iteration 28, 75 moved objects, max delta = 0.01416378341, deltaT = 0.7870001793
Iteration 29, 69 moved objects, max delta = 0.01486619056, deltaT = 0.7649998665
Iteration 30, 54 moved objects, max delta = 0.01698988281, deltaT = 0.7490000725
Iteration 31, 45 moved objects, max delta = 0.01444766555, deltaT = 0.7490000725
Iteration 32, 43 moved objects, max delta = 0.01145030091, deltaT = 0.7509999275
Iteration 33, 44 moved objects, max delta = 0.01172302819, deltaT = 0.7520000935
Iteration 34, 42 moved objects, max delta = 0.00976054559, deltaT = 0.751999855
Iteration 35, 38 moved objects, max delta = 0.0109234907, deltaT = 0.7490000725
Iteration 36, 35 moved objects, max delta = 0.008439677612, deltaT = 0.753000021
Iteration 37, 27 moved objects, max delta = 0.008558781954, deltaT = 0.753000021
Iteration 38, 24 moved objects, max delta = 0.00799925219, deltaT = 0.7479999065
Iteration 39, 22 moved objects, max delta = 0.005862245581, deltaT = 0.75
Iteration 40, 22 moved objects, max delta = 0.005800774473, deltaT = 0.7509999275
Iteration 41, 17 moved objects, max delta = 0.006160186056, deltaT = 0.7510001659
Iteration 42, 21 moved objects, max delta = 0.004301606317, deltaT = 0.7509999275
Iteration 43, 16 moved objects, max delta = 0.005465690389, deltaT = 0.75
Iteration 44, 21 moved objects, max delta = 0.004506642779, deltaT = 0.7520000935
Iteration 45, 24 moved objects, max delta = 0.006190564243, deltaT = 0.7479999065
Iteration 46, 23 moved objects, max delta = 0.006823193581, deltaT = 0.7479999065
Iteration 47, 25 moved objects, max delta = 0.006843871679, deltaT = 0.7520000935
Iteration 48, 31 moved objects, max delta = 0.007333314508, deltaT = 0.753000021
Iteration 49, 28 moved objects, max delta = 0.01006753601, deltaT = 0.7620000839
Iteration 50, 22 moved objects, max delta = 0.008978595174, deltaT = 0.7859997749
Iteration 51, 27 moved objects, max delta = 0.006841384047, deltaT = 0.7760000229
Iteration 52, 34 moved objects, max delta = 0.009657658725, deltaT = 0.7660000324
Iteration 53, 31 moved objects, max delta = 0.01076985965, deltaT = 0.7860000134
Iteration 54, 24 moved objects, max delta = 0.009207449755, deltaT = 0.7569999695
Iteration 55, 27 moved objects, max delta = 0.006226862958, deltaT = 0.7510001659
Iteration 56, 24 moved objects, max delta = 0.004805292801, deltaT = 0.7509999275
Iteration 57, 23 moved objects, max delta = 0.005815343175, deltaT = 0.753000021
Iteration 58, 20 moved objects, max delta = 0.003039993757, deltaT = 0.7509999275
Iteration 59, 16 moved objects, max delta = 0.003868227314, deltaT = 0.7509999275
Iteration 60, 14 moved objects, max delta = 0.003284617007, deltaT = 0.75
Iteration 61, 12 moved objects, max delta = 0.004011364139, deltaT = 0.753000021
Iteration 62, 11 moved objects, max delta = 0.002675724048, deltaT = 0.75
Iteration 63, 9 moved objects, max delta = 0.00280792003, deltaT = 0.7510001659
Iteration 64, 8 moved objects, max delta = 0.001564633818, deltaT = 0.753000021
Iteration 65, 10 moved objects, max delta = 0.001373608673, deltaT = 0.7529997826
Iteration 66, 8 moved objects, max delta = 0.001095245466, deltaT = 0.7490000725
Iteration 67, 5 moved objects, max delta = 0.00173094164, deltaT = 0.75
Iteration 68, 6 moved objects, max delta = 0.002126044473, deltaT = 0.7590000629
Iteration 69, 6 moved objects, max delta = 0.002592312992, deltaT = 0.7539999485
Iteration 70, 3 moved objects, max delta = 0.0004950617645, deltaT = 0.7580001354
Iteration 71, 1 moved object, max delta = 0.000103231387, deltaT = 0.7509999275
Iteration 72, 1 moved object, max delta = 0.0002714014742, deltaT = 0.753000021
Iteration 73, 1 moved object, max delta = 1.860329276e-05, deltaT = 0.7569999695
Iteration 74, 0 moved object, max delta = 0, deltaT = 0.7860000134
Total 74 iterations, 15490 moved objects, clustering performed in 56.09599996 s
Total time with loading: 56.71799994 s
